CAMS 1068 Nitric Oxide Summary Report for 2019
Austin North Interstate 35 C1068 - EPA Site: 48_453_1068
Nitric Oxide (POC 1) measured in parts per billion
Central Standard Time
Date,00:00,01:00,02:00,03:00,04:00,05:00,06:00,07:00,08:00,09:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00
01/01/2019,47.7,79.4,3.1,0.7,0.5,0.2,0.3,0.2,0.7,0.7,0.7,1.1,1.0,1.1,1.1,1.0,0.9,0.6,0.5,0.6,0.5,0.5,0.5,0.4
01/02/2019,0.5,0.5,0.4,0.2,0.5,0.5,0.9,1.2,2.0,2.2,1.4,1.4,2.2,1.6,1.4,1.4,2.4,15.4,26.0,2.3,0.7,0.8,0.7,1.1
01/03/2019,0.4,0.4,0.5,0.4,0.4,0.5,0.6,0.8,1.2,1.3,1.1,0.9,1.0,0.7,0.8,0.7,0.7,0.7,3.2,34.1,81.2,87.3,98.9,66.8
01/04/2019,40.2,47.2,47.1,37.4,19.4,6.7,7.0,10.7,4.1,2.7,1.5,1.7,1.2,0.7,0.8,0.5,0.4,0.6,26.3,89.5,130.2,165.2,202.4,172.6
01/05/2019,163.3,147.1,101.7,76.6,55.2,37.7,47.2,64.9,22.4,6.3,4.5,11.3,15.2,11.4,13.6,12.9,12.1,12.0,27.0,34.0,38.0,76.7,87.4,44.3
01/06/2019,23.4,SPN,SPN,7.9,33.6,38.2,48.4,50.5,35.1,23.4,16.7,12.7,9.9,9.1,7.4,8.2,7.5,10.9,12.8,15.6,11.3,7.2,5.1,3.3
01/07/2019,2.3,2.6,2.8,1.8,0.5,7.1,4.9,18.5,29.2,28.9,16.9,3.4,2.6,1.1,3.0,8.9,15.0,17.1,22.0,10.7,33.0,36.7,55.5,27.6
01/08/2019,21.2,20.0,25.4,27.7,5.6,1.2,2.1,2.6,4.3,3.8,PMA,1.8,2.5,0.9,0.6,0.5,6.9,6.7,0.5,0.7,0.4,0.4,0.2,0.3
01/09/2019,0.3,0.6,0.4,0.3,0.3,0.4,0.6,0.6,1.0,2.1,14.4,17.1,11.3,10.0,9.1,7.7,9.3,10.4,5.4,6.2,2.2,26.9,4.5,1.7
01/10/2019,4.9,11.5,8.1,10.5,3.1,27.2,12.2,37.4,42.9,42.6,29.7,27.2,25.4,30.5,26.2,28.3,23.8,23.0,31.2,36.8,28.1,34.1,25.1,21.7
