CAMS 1605 Ozone Summary Report for 2016
St. Edwards University C1605 - EPA Site: 48_453_1605
Ozone (POC 1) measured in parts per billion
Data from this instrument does not meet EPA quality assurance criteria and cannot be used for regulatory purposes.
Central Standard Time
Date,00:00,01:00,02:00,03:00,04:00,05:00,06:00,07:00,08:00,09:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00
01/22/2016,LST,LST,LST,LST,LST,LST,LST,LST,LST,LST,LST,LST,LST,LST,LST,QAS,QAS,28,25,22,20,19,19,12
01/23/2016,12,16,16,10,10,14,11,7,7,12,15,16,19,21,27,32,33,31,24,22,21,23,19,19
01/24/2016,20,21,20,16,8,11,9,10,17,24,33,38,40,43,43,43,43,41,38,35,35,35,29,29
01/25/2016,29,27,25,26,28,26,29,28,25,28,28,30,33,34,36,37,36,35,21,5,11,17,25,24
01/26/2016,28,26,24,22,23,24,23,21,19,19,19,FEW,FEW,21,18,17,20,19,20,22,23,24,26,24
01/27/2016,24,22,22,21,21,20,19,15,14,16,20,26,28,29,31,30,29,30,21,10,14,10,1,2
01/28/2016,0,1,5,10,15,15,4,1,1,4,13,19,24,26,32,34,33,27,18,5,3,2,10,4
01/29/2016,0,3,13,16,14,7,5,7,4,3,13,34,FEW,35,37,40,44,41,29,25,27,29,31,27
01/30/2016,24,22,27,21,17,9,5,2,7,16,25,28,35,42,43,43,44,43,40,35,31,28,26,22
01/31/2016,21,20,21,23,25,27,28,28,27,27,27,28,30,35,38,40,42,39,31,21,20,15,10,24
02/01/2016,22,21,21,15,14,9,7,7,16,21,25,28,31,35,35,37,37,36,31,27,27,29,27,31
02/02/2016,34,36,39,38,37,36,35,31,27,30,33,35,35,35,34,35,35,33,21,19,17,23,25,28
02/03/2016,31,29,28,29,29,28,29,27,28,29,28,28,30,32,32,32,32,32,30,26,27,25,24,24
02/04/2016,22,24,25,22,22,21,17,14,15,19,20,22,26,29,33,35,35,34,20,11,13,10,13,16
02/05/2016,21,19,10,14,12,16,5,1,7,18,26,36,38,41,43,44,43,41,35,33,30,34,34,31
02/06/2016,30,28,33,30,31,34,33,32,32,32,34,36,35,36,37,37,37,36,34,31,31,27,23,21
02/07/2016,24,15,5,15,17,17,16,17,21,25,32,35,38,40,43,46,49,45,37,34,27,21,27,22
02/08/2016,18,26,27,29,31,32,32,29,29,30,32,34,33,36,36,37,37,36,32,28,19,13,18,20
02/09/2016,25,26,24,25,24,24,23,19,16,22,25,33,33,37,37,36,36,36,24,27,21,5,1,9
02/10/2016,20,18,15,16,13,11,10,6,11,19,26,33,37,38,38,40,39,32,20,18,16,28,27,27
02/11/2016,36,36,35,35,35,33,24,20,24,29,39,42,46,46,46,49,48,44,33,25,26,27,30,23
02/12/2016,13,19,17,16,14,7,0,0,3,14,17,33,37,45,50,54,54,52,44,38,34,35,39,39
02/13/2016,37,34,34,35,35,33,30,26,25,25,29,33,37,39,39,42,42,37,33,32,33,31,28,27
02/14/2016,23,23,21,23,26,25,22,18,18,21,26,27,30,32,34,34,34,32,23,24,24,23,20,18
02/15/2016,19,15,14,12,15,18,16,8,14,22,28,32,33,34,39,40,40,41,36,32,18,8,1,11
02/16/2016,20,29,33,32,30,23,24,13,17,29,36,42,47,49,46,46,45,44,36,33,26,29,32,29
02/17/2016,29,30,31,27,25,23,19,14,18,26,30,34,39,44,46,45,48,48,42,41,43,38,36,32
02/18/2016,29,27,31,30,29,27,24,25,28,31,38,39,40,43,43,43,42,42,45,41,37,38,37,40
