CAMS 1605 Ozone Summary Report for 2020
St. Edwards University C1605 - EPA Site: 48_453_1605
Ozone (POC 1) measured in parts per billion
Data from this instrument does not meet EPA quality assurance criteria and cannot be used for regulatory purposes.
Central Standard Time
Date,00:00,01:00,02:00,03:00,04:00,05:00,06:00,07:00,08:00,09:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00
01/01/2020,23,22,20,19,20,18,16,15,20,20,21,26,29,30,29,28,27,25,25,23,23,19,16,16
01/02/2020,17,15,12,12,10,9,5,4,1,2,3,8,8,9,11,12,11,7,2,4,5,4,2,1
01/03/2020,2,4,10,14,13,12,12,12,15,18,19,23,26,27,29,29,30,30,26,24,26,22,22,23
01/04/2020,23,24,24,24,22,22,19,19,20,23,25,28,32,34,37,37,36,29,26,20,23,14,7,16
01/05/2020,21,13,19,23,28,26,25,25,26,31,35,37,40,42,43,45,44,38,30,21,14,6,14,18
01/06/2020,20,24,22,22,20,15,7,5,3,8,18,31,32,34,36,38,38,33,19,15,17,32,33,33
01/07/2020,32,32,31,30,30,29,26,21,19,25,24,28,36,36,37,37,36,32,17,5,1,3,3,11
01/08/2020,16,22,22,22,20,20,6,1,1,9,24,37,40,44,43,44,42,38,36,36,36,35,34,32
01/09/2020,31,30,32,31,30,28,27,22,21,19,22,25,26,27,29,30,31,30,28,27,26,26,25,25
01/10/2020,25,25,25,27,26,24,24,23,22,23,24,23,26,28,29,29,28,27,25,25,29,30,27,24
01/11/2020,23,20,25,20,10,12,13,14,18,19,22,24,25,26,28,29,29,28,24,13,14,15,17,16
01/12/2020,15,15,13,12,11,5,2,1,8,15,18,22,25,28,27,29,31,28,19,17,17,17,10,2
01/13/2020,6,4,7,8,10,9,5,2,2,3,4,5,4,7,7,8,2,4,4,2,2,2,1,0
01/14/2020,0,0,1,0,0,0,0,0,0,1,1,2,2,3,8,11,15,11,4,5,1,1,5,7
01/15/2020,6,7,8,8,8,7,5,5,5,9,11,14,19,21,23,23,23,20,14,11,11,10,9,9
01/16/2020,10,10,10,9,9,6,4,2,2,4,6,6,6,6,5,4,2,1,1,1,1,0,1,2
01/17/2020,2,2,2,1,2,2,2,2,2,2,3,3,3,3,2,1,1,0,0,0,0,0,0,5
01/18/2020,7,12,11,6,8,8,7,7,4,7,14,21,25,27,30,31,31,30,26,27,28,28,27,26
01/19/2020,27,27,27,27,28,28,28,29,30,32,33,33,35,35,36,36,36,36,33,29,28,29,21,19
01/20/2020,20,21,22,22,21,22,21,18,18,16,23,31,34,36,37,38,38,34,19,11,17,18,19,10
01/21/2020,3,4,0,4,1,5,9,11,11,14,26,31,36,38,39,39,39,34,32,32,34,33,34,34
01/22/2020,33,29,27,25,24,22,20,21,20,22,18,18,21,24,23,21,19,17,16,13,13,12,12,12
01/23/2020,16,14,12,8,10,13,11,10,10,14,15,18,21,25,27,28,28,26,18,13,10,8,4,5
01/24/2020,2,6,5,8,8,8,8,7,10,13,22,23,26,30,31,33,32,28,22,15,19,23,22,23
01/25/2020,20,14,14,19,15,1,0,0,6,17,23,34,37,38,37,36,35,33,30,23,24,24,22,21
01/26/2020,22,18,18,14,13,16,14,9,14,17,20,22,26,30,32,35,37,37,31,23,26,24,21,20
01/27/2020,19,17,13,9,11,11,10,4,5,11,12,19,26,30,35,37,37,36,25,20,21,21,22,31
01/28/2020,32,33,30,28,21,19,21,20,18,17,20,23,25,31,34,34,25,16,15,15,19,19,19,28
01/29/2020,24,25,25,25,26,24,24,24,25,26,30,31,32,35,35,35,33,31,25,21,17,16,15,16
01/30/2020,18,19,20,20,20,18,17,15,16,17,19,19,17,16,15,15,16,15,15,13,12,13,15,16
01/31/2020,14,16,14,14,15,14,14,15,14,14,19,22,26,28,28,30,29,27,21,16,16,12,10,9
02/01/2020,8,13,16,12,15,13,12,9,17,22,28,31,33,35,37,37,38,37,34,36,3,4,3,6
02/02/2020,11,12,18,24,20,16,14,15,14,17,25,37,38,40,43,44,45,40,35,33,32,33,34,32
02/03/2020,32,30,28,28,26,23,19,16,17,24,27,30,32,32,33,31,35,33,29,26,28,27,26,26
02/04/2020,26,24,25,23,20,17,10,9,11,12,19,24,26,30,34,32,18,16,11,12,12,14,13,12
02/05/2020,13,13,13,13,14,15,14,14,14,14,14,15,16,16,17,18,18,19,19,21,22,24,24,23
02/06/2020,23,23,23,22,22,23,21,18,22,24,27,30,33,35,35,36,37,36,27,15,11,1,3,6
02/07/2020,13,19,15,15,19,21,11,10,13,19,28,32,37,39,37,36,36,35,32,25,19,29,27,27
02/08/2020,22,17,15,18,19,22,22,21,20,20,21,22,28,33,37,37,37,35,31,35,29,30,29,31
02/09/2020,32,29,27,27,26,25,22,22,23,21,22,23,24,24,22,20,20,21,19,17,16,16,16,15
02/10/2020,15,14,13,12,9,8,7,1,2,6,7,7,7,8,7,9,12,12,14,13,11,12,14,15
02/11/2020,14,14,13,12,12,12,11,9,9,12,11,10,10,11,12,12,11,9,9,9,9,9,10,9
02/12/2020,11,12,12,12,13,12,12,7,8,11,14,16,16,16,17,17,19,20,14,8,5,1,1,5
02/13/2020,7,13,15,13,12,11,10,12,14,20,22,23,23,25,26,27,28,26,23,19,17,17,15,13
02/14/2020,13,18,18,16,17,14,11,12,15,17,20,24,25,25,26,29,31,32,27,20,16,19,18,16
02/15/2020,19,16,13,11,12,7,7,3,4,13,21,26,33,36,36,38,35,28,26,20,18,13,9,11
02/16/2020,9,9,12,14,13,15,13,19,21,24,30,30,29,30,31,38,37,34,31,24,21,15,10,6
02/17/2020,9,16,13,12,11,11,8,5,5,6,9,13,16,22,24,26,26,25,20,16,14,14,13,11
02/18/2020,12,11,10,11,11,11,8,6,2,2,3,5,6,8,10,11,17,19,22,24,24,23,21,17
02/19/2020,16,22,24,24,24,22,23,23,20,20,19,17,15,14,14,11,10,9,9,9,9,10,9,9
02/20/2020,9,10,10,9,9,12,14,14,17,18,20,22,22,25,27,29,32,34,32,29,24,24,25,26
02/21/2020,24,25,23,21,22,18,18,16,18,23,24,26,29,31,33,34,36,37,32,24,18,20,20,19
02/22/2020,19,20,18,24,23,22,19,18,22,28,32,34,38,42,43,46,46,44,42,36,33,35,34,32
02/23/2020,33,32,30,29,28,27,23,20,21,23,25,28,31,33,32,32,30,26,16,17,22,26,24,23
02/24/2020,20,16,20,18,17,13,11,7,15,23,28,32,34,36,38,37,35,32,23,17,12,9,12,15
02/25/2020,20,16,19,22,15,9,20,22,23,29,32,33,37,40,42,40,39,38,36,33,34,34,36,33
