CAMS 171 PM-2.5 (Local Conditions) Summary Report for 2017
Austin Webberville Road AF171 - EPA Site: 48_453_0021
PM-2.5 (Local Conditions) (POC 3) measured in micrograms per cubic meter (local conditions)
Data from this instrument meets EPA quality assurance criteria for regulatory purposes.
Central Standard Time
Date,00:00,01:00,02:00,03:00,04:00,05:00,06:00,07:00,08:00,09:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00
04/27/2017,LIM,LIM,LIM,LIM,LIM,LIM,AQI,AQI,LIM,LIM,LIM,AQI,2.0,3.0,4.0,4.0,5.0,5.0,5.0,4.0,10.0,8.0,6.0,11.0
04/28/2017,13.0,13.0,14.0,12.0,18.0,17.0,17.0,19.0,23.0,23.0,27.0,21.0,21.0,24.0,24.0,26.0,28.0,27.0,27.0,26.0,29.0,28.0,28.0,26.0
04/29/2017,31.0,33.0,40.0,49.0,45.0,36.0,32.0,30.0,28.0,23.0,33.0,33.0,36.0,29.0,36.0,34.0,33.0,30.0,4.0,3.0,1.0,2.0,4.0,4.0
04/30/2017,10.0,-1.0,3.0,3.0,1.0,0.0,-2.0,-1.0,2.0,0.0,3.0,0.0,2.0,-1.0,2.0,6.0,5.0,1.0,2.0,6.0,12.0,12.0,11.0,10.0
05/01/2017,6.0,8.0,0.0,4.0,3.0,1.0,-4.0,3.0,5.0,4.0,4.0,5.0,1.0,3.0,5.0,7.0,4.0,5.0,7.0,3.0,4.0,-1.0,6.0,3.0
05/02/2017,4.0,2.0,3.0,4.0,4.0,6.0,0.0,6.0,6.0,7.0,11.0,2.0,4.0,4.0,5.0,7.0,5.0,5.0,9.0,5.0,6.0,5.0,6.0,2.0
05/03/2017,6.0,8.0,4.0,7.0,17.0,18.0,19.0,20.0,24.0,24.0,QAS,27.0,21.0,26.0,23.0,21.0,18.0,4.0,7.0,6.0,3.0,4.0,3.0,2.0
05/04/2017,3.0,2.0,2.0,2.0,0.0,0.0,4.0,-1.0,LST,LST,LST,LST,LST,LST,LST,LST,LST,LST,LST,LST,LST,LST,LST,LST
05/05/2017,LST,LST,LST,LST,LST,LST,LST,LST,23.0,-4.0,8.0,6.0,5.0,5.0,4.0,3.0,0.0,4.0,-1.0,-1.0,3.0,7.0,11.0,15.0
05/06/2017,10.0,12.0,6.0,12.0,13.0,11.0,4.0,11.0,16.0,11.0,10.0,7.0,9.0,10.0,9.0,5.0,8.0,6.0,3.2,3.9,4.0,7.6,5.2,6.8
05/07/2017,3.3,6.6,3.3,5.7,6.0,6.0,3.2,9.4,10.0,7.2,10.6,14.6,9.5,8.0,10.7,9.1,6.2,4.1,1.2,1.0,1.9,3.8,5.8,6.0
05/08/2017,1.4,5.5,5.0,5.0,5.0,9.5,5.4,5.0,9.5,9.0,9.0,4.4,8.5,6.2,6.9,3.3,1.1,3.7,0.3,1.8,3.8,4.9,5.9,5.0
05/09/2017,5.0,4.0,1.2,5.5,6.0,7.8,5.2,8.6,10.8,11.0,7.3,10.6,12.8,10.2,13.6,13.0,13.9,12.1,9.2,12.6,9.3,7.1,7.9,9.8
05/10/2017,11.8,9.2,10.8,11.0,11.0,10.0,11.8,15.6,18.7,19.0,19.9,21.8,23.8,20.3,21.8,18.3,13.4,8.4,8.9,9.0,14.5,7.6,7.0,7.0
05/11/2017,9.7,14.5,15.0,13.1,13.0,13.0,15.7,16.9,16.0,24.2,23.1,21.1,24.6,25.0,25.9,25.0,15.8,12.2,25.7,27.0,26.0,26.0,23.2,13.8
