CAMS 1068 PM-2.5 (Local Conditions) Summary Report for 2018
Austin North Interstate 35 C1068 - EPA Site: 48_453_1068
PM-2.5 (Local Conditions) (POC 2) measured in micrograms per cubic meter (local conditions)
Data from this instrument meets EPA quality assurance criteria for regulatory purposes.
Central Standard Time
Date,00:00,01:00,02:00,03:00,04:00,05:00,06:00,07:00,08:00,09:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00
10/25/2018,LST,LST,LST,LST,LST,LST,LST,LST,LST,LST,2.0,0.9,6.0,1.0,3.0,7.0,2.0,2.0,AQI,AQI,3.0,2.0,5.0,6.0
10/26/2018,4.0,2.0,6.0,3.0,4.0,6.0,9.0,3.0,8.0,6.0,0.0,7.0,9.0,9.0,4.0,8.0,6.0,7.0,12.0,0.0,12.0,25.0,19.0,14.0
10/27/2018,14.0,9.0,10.0,8.0,6.0,8.0,6.0,6.0,11.0,6.0,8.0,10.0,8.0,6.0,6.0,7.0,5.0,6.0,8.0,10.0,10.0,7.0,8.0,9.0
10/28/2018,4.0,9.0,7.0,7.0,7.0,8.0,8.0,4.0,14.0,8.0,10.0,5.0,9.0,8.0,6.0,7.0,11.0,8.0,9.0,8.0,10.0,8.0,10.0,6.0
10/29/2018,4.0,9.0,10.0,8.0,7.0,12.0,11.0,10.0,16.0,10.0,9.0,3.0,9.0,5.0,6.0,6.0,4.0,6.0,7.0,7.0,5.0,6.0,5.0,11.0
10/30/2018,7.0,9.0,6.0,7.0,6.0,12.0,9.0,8.0,5.0,8.0,7.0,3.0,8.0,6.0,6.0,7.0,9.0,7.0,5.0,9.0,5.0,7.0,5.0,6.0
10/31/2018,8.0,6.0,7.0,9.0,8.0,12.0,9.0,11.0,9.0,9.0,1.0,8.0,7.0,8.0,4.0,13.0,-2.0,4.0,0.0,1.0,-1.0,0.0,-2.0,2.0
11/01/2018,0.0,-1.0,3.0,3.0,6.0,1.0,0.0,0.0,2.0,1.0,3.0,0.0,3.0,1.0,2.0,6.0,3.0,2.0,5.0,7.0,11.0,7.0,6.0,9.0
11/02/2018,7.0,7.0,7.0,4.0,5.0,2.0,LIM,LIM,LIM,LIM,AQI,AQI,AQI,5.0,0.0,3.0,6.0,8.0,4.0,16.0,9.0,5.0,7.0,4.0
11/03/2018,6.0,3.0,6.0,6.0,3.0,3.0,3.0,-1.0,7.0,5.0,7.0,1.0,5.0,5.0,1.0,6.0,1.0,6.0,8.0,5.0,4.0,3.0,6.0,5.0
