CAMS 171 PM-2.5 (Local Conditions) Summary Report for 2018
Austin Webberville Road AF171 - EPA Site: 48_453_0021
PM-2.5 (Local Conditions) (POC 3) measured in micrograms per cubic meter (local conditions)
Data from this instrument meets EPA quality assurance criteria for regulatory purposes.
Central Standard Time
Date,00:00,01:00,02:00,03:00,04:00,05:00,06:00,07:00,08:00,09:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00
01/01/2018,14.0,7.0,9.0,8.0,8.0,8.0,6.0,9.0,5.0,8.0,6.0,6.0,7.0,5.0,7.0,7.0,4.0,9.0,8.0,10.0,6.0,6.0,6.0,4.0
01/02/2018,8.0,7.0,4.0,6.0,7.0,7.0,5.0,6.0,8.0,6.0,8.0,8.0,9.0,7.0,10.0,12.0,8.0,6.0,8.0,8.0,10.0,13.0,9.0,12.0
01/03/2018,10.0,14.0,14.0,17.0,9.0,10.0,6.0,9.0,13.0,10.0,12.0,14.0,14.0,12.0,8.0,9.0,7.0,7.0,6.0,5.0,7.0,22.0,18.0,20.0
01/04/2018,22.0,20.0,16.0,18.0,9.0,10.0,10.0,12.0,21.0,23.0,18.0,15.0,10.0,8.0,7.0,9.0,11.0,8.0,19.0,14.0,14.0,17.0,12.0,11.0
01/05/2018,12.0,13.0,12.0,8.0,11.0,7.0,10.0,9.0,12.0,10.0,11.0,19.0,17.0,10.0,10.0,8.0,5.0,10.0,17.0,14.0,17.0,23.0,12.0,14.0
01/06/2018,16.0,18.0,17.0,17.0,18.0,24.0,23.0,24.0,28.0,24.0,20.0,22.0,21.0,9.0,8.0,9.0,12.0,12.0,18.0,18.0,14.0,9.0,6.0,5.0
01/07/2018,7.0,10.0,12.0,8.0,FEW,11.0,7.0,8.0,9.0,8.0,14.0,12.0,11.0,7.0,5.0,4.0,3.0,7.0,9.0,9.0,5.0,4.0,5.0,0.0
01/08/2018,1.0,6.0,8.0,4.0,5.0,4.0,2.0,3.0,8.0,8.0,10.0,AQI,13.0,4.7,4.9,3.1,0.2,1.8,2.0,3.8,7.6,13.5,15.8,10.5
01/09/2018,10.0,9.0,9.9,8.1,3.4,6.6,7.9,7.0,10.6,14.6,15.9,24.2,17.6,11.5,12.8,3.8,-0.6,1.7,6.5,10.6,11.0,11.0,10.0,16.4
01/10/2018,17.9,23.5,24.0,22.1,20.1,18.1,15.2,16.8,17.9,20.7,21.9,15.5,18.6,17.0,16.0,8.0,3.0,5.0,1.0,1.0,1.0,3.0,0.0,8.0
01/11/2018,6.0,8.0,5.0,5.0,6.0,6.0,5.0,9.0,12.0,17.0,17.0,17.0,3.0,7.0,2.0,3.0,2.0,2.0,7.0,5.0,5.0,3.0,6.0,3.0
01/12/2018,5.0,4.0,4.0,6.0,5.0,2.0,3.0,1.0,3.0,1.0,6.0,7.0,10.0,6.0,8.0,6.0,0.0,-3.0,1.0,5.0,3.0,2.0,3.0,9.0
01/13/2018,7.0,6.0,4.0,3.0,6.0,5.0,7.0,7.0,6.0,6.0,9.0,6.0,10.0,8.0,6.0,6.0,3.0,3.0,6.0,13.0,10.0,15.0,22.0,21.0
01/14/2018,19.0,24.0,22.0,26.0,26.0,25.0,22.0,20.0,15.0,21.0,19.0,19.0,21.0,17.0,11.0,10.0,4.0,4.0,3.0,6.0,18.0,21.0,20.0,16.0
01/15/2018,14.0,10.0,12.0,14.0,12.0,11.0,14.0,12.0,21.0,24.0,19.0,18.0,15.0,8.0,7.0,4.0,5.0,8.0,4.0,5.0,5.0,0.0,1.0,3.0
01/16/2018,5.0,3.0,7.0,7.0,5.0,2.0,2.0,1.0,2.0,6.0,6.0,4.0,6.0,3.0,3.0,3.0,6.0,3.0,5.0,7.0,5.0,3.0,2.0,6.0
01/17/2018,3.0,5.0,3.0,5.0,6.0,6.0,4.0,9.0,6.0,9.0,8.0,11.0,10.0,10.0,11.0,11.0,8.0,9.0,6.0,10.0,12.0,16.0,18.0,18.0
01/18/2018,17.0,20.0,17.0,18.0,16.0,16.0,15.0,16.0,19.0,17.0,15.0,16.0,19.0,12.0,13.0,11.0,10.0,8.0,8.0,13.0,12.0,9.0,8.0,12.0
01/19/2018,11.0,13.0,12.0,11.0,10.0,13.0,14.0,15.0,17.0,17.0,17.0,18.0,17.0,15.0,20.0,17.0,16.0,11.0,11.0,11.0,13.0,14.0,23.0,20.0
01/20/2018,11.0,9.0,9.0,13.0,12.0,14.0,10.0,10.0,13.0,11.0,12.0,8.0,15.0,11.0,13.0,9.0,8.0,6.0,5.0,11.0,4.0,14.0,18.0,26.0
01/21/2018,19.0,15.0,10.0,11.0,12.0,8.0,7.0,6.0,11.0,8.0,13.0,13.0,12.0,15.0,16.0,12.0,11.0,11.0,7.0,6.0,4.0,7.0,8.0,13.0
01/22/2018,9.0,8.0,4.0,5.0,0.0,2.0,0.0,4.0,6.0,13.0,10.0,10.0,9.0,5.0,5.0,0.0,-4.0,0.0,-1.0,-3.0,-1.0,4.0,2.0,5.0
01/23/2018,6.0,2.0,4.0,3.0,4.0,2.0,3.0,4.0,7.0,14.0,19.0,8.0,9.0,4.0,6.0,2.0,-1.0,0.0,3.0,2.0,7.0,13.0,10.0,13.0
01/24/2018,10.0,10.0,7.0,7.0,6.0,6.0,11.0,7.0,8.0,19.0,18.0,17.0,19.0,5.0,10.0,7.0,7.0,22.0,18.0,20.0,29.0,33.0,26.0,24.0
01/25/2018,18.0,18.0,21.0,14.0,12.0,12.0,13.0,14.0,19.0,30.0,27.0,24.0,19.0,12.0,10.0,4.0,5.0,3.0,2.0,4.0,4.0,8.0,9.0,10.0
01/26/2018,10.0,8.0,8.0,6.0,9.0,6.0,9.0,11.0,9.0,11.0,16.0,22.0,16.0,18.0,19.0,12.0,9.0,11.0,8.0,6.0,7.0,6.0,8.0,10.0
01/27/2018,10.0,9.0,8.0,6.0,9.0,7.0,7.0,10.0,14.0,12.0,19.0,-3.0,5.0,7.0,10.0,5.0,2.0,3.0,7.0,9.0,10.0,8.0,8.0,10.0
01/28/2018,10.0,7.0,7.0,9.0,3.0,3.0,1.0,0.0,5.0,7.0,11.0,17.0,13.0,8.0,11.0,4.0,3.0,3.0,3.0,2.0,7.0,3.0,4.0,3.0
01/29/2018,3.0,8.0,3.0,5.0,6.0,4.0,5.0,2.0,8.0,8.0,9.0,9.0,8.0,4.0,10.0,2.0,0.0,-1.0,1.0,4.0,2.0,6.0,10.0,9.0
01/30/2018,10.0,8.0,9.0,8.0,9.0,6.0,8.0,7.0,14.0,20.0,17.0,14.0,15.0,11.0,6.0,5.0,2.0,5.0,8.0,9.0,9.0,13.0,18.0,39.0
01/31/2018,34.0,13.0,10.0,10.0,15.0,17.0,19.0,21.0,16.0,15.0,15.0,13.0,12.0,9.0,7.0,7.0,3.0,6.0,8.0,7.0,1.0,5.0,6.0,6.0
02/01/2018,5.0,7.0,8.0,7.0,7.0,6.0,6.0,9.0,15.0,15.0,19.0,9.0,8.0,12.0,7.0,9.0,1.0,2.0,0.0,3.0,5.0,7.0,2.0,2.0
02/02/2018,1.0,1.0,7.0,1.0,3.0,0.0,4.0,4.0,8.0,8.0,15.0,6.0,11.0,12.0,11.0,4.0,8.0,4.0,-1.0,6.0,3.0,3.0,11.0,17.0
02/03/2018,8.0,7.0,8.0,8.0,4.0,8.0,3.0,8.0,9.0,8.0,13.0,17.0,13.0,15.0,17.0,16.0,14.0,13.0,17.0,22.0,25.0,22.0,24.0,25.0
02/04/2018,25.0,26.0,23.0,22.0,21.0,14.0,13.0,15.0,19.0,27.0,26.0,19.0,18.0,14.0,8.0,7.0,12.0,10.0,15.0,22.0,23.0,29.0,23.0,8.0
02/05/2018,3.0,9.0,11.0,14.0,13.0,15.0,10.0,13.0,14.0,17.0,19.0,23.0,26.0,22.0,34.0,35.0,21.0,17.0,11.0,17.0,18.0,19.0,21.0,23.0
02/06/2018,23.0,25.0,20.0,24.0,23.0,26.0,26.0,21.0,14.0,6.0,9.0,19.0,20.0,21.0,22.0,18.0,19.0,20.0,16.0,14.0,16.0,12.0,10.0,13.0
02/07/2018,13.0,17.0,13.0,11.0,9.0,11.0,15.0,17.0,18.0,16.0,21.0,14.0,17.0,20.0,20.0,12.0,12.0,10.0,15.0,12.0,16.0,17.0,19.0,19.0
02/08/2018,20.0,21.0,18.0,21.0,21.0,21.0,23.0,17.0,23.0,LIM,AQI,23.0,22.0,15.0,16.0,7.0,10.0,9.0,15.0,7.0,12.0,11.0,14.0,10.0
02/09/2018,10.0,14.0,14.0,11.0,12.0,10.0,15.0,20.0,16.0,20.0,20.0,18.0,13.0,11.0,11.0,11.0,14.0,15.0,15.0,14.0,16.0,17.0,19.0,18.0
02/10/2018,17.0,21.0,25.0,19.0,15.0,15.0,12.0,12.0,13.0,14.0,17.0,27.0,20.0,30.0,30.0,33.0,31.0,24.0,26.0,20.0,22.0,22.0,20.0,18.0
02/11/2018,20.0,18.0,11.0,11.0,20.0,20.0,18.0,15.0,14.0,10.0,12.0,10.0,12.0,9.0,8.0,7.0,29.0,8.0,6.0,8.0,7.0,11.0,7.0,5.0
02/12/2018,7.0,7.0,7.0,9.0,8.0,4.0,8.0,5.0,15.0,13.0,16.0,12.0,14.0,15.0,13.0,9.0,9.0,14.0,18.0,25.0,25.0,24.0,22.0,24.0
02/13/2018,21.0,26.0,23.0,23.0,22.0,25.0,28.0,23.0,23.0,23.0,21.0,19.0,21.0,22.0,21.0,18.0,16.0,14.0,17.0,11.0,12.0,10.0,10.0,8.0
02/14/2018,8.0,10.0,7.0,8.0,9.0,11.0,7.0,11.0,16.0,14.0,24.0,26.0,24.0,26.0,23.0,25.0,14.0,10.0,6.0,7.0,12.0,14.0,16.0,12.0
02/15/2018,12.0,11.0,8.0,5.0,5.0,7.0,8.0,11.0,12.0,10.0,11.0,15.0,8.0,9.0,13.0,10.0,9.0,10.0,11.0,14.0,13.0,11.0,9.0,7.0
02/16/2018,9.0,11.0,7.0,7.0,9.0,7.0,8.0,14.0,14.0,18.0,20.0,7.0,6.0,11.0,11.0,9.0,6.0,9.0,7.0,3.0,4.0,3.0,8.0,7.0
02/17/2018,5.0,8.0,9.0,8.0,9.0,5.0,5.0,6.0,5.0,9.0,14.0,14.0,19.0,12.0,11.0,11.0,8.0,11.0,9.0,15.0,16.0,16.0,16.0,20.0
02/18/2018,20.0,18.0,20.0,15.0,19.0,13.0,15.0,12.0,12.0,12.0,10.0,15.0,19.0,16.0,17.0,16.0,16.0,17.0,11.0,7.0,6.0,8.0,11.0,11.0
02/19/2018,10.0,11.0,10.0,9.0,10.0,12.0,12.0,14.0,15.0,17.0,18.0,14.0,14.0,12.0,12.0,12.0,9.0,9.0,10.0,8.0,10.0,13.0,14.0,17.0
