Time,NOx (ppb),NO2 (ppb),PM 2.5 (ug/m3)
2019-04-09 21:00:00 UTC,33.5,23.5,7
2019-04-09 22:00:00 UTC,30.8,22.1,7
2019-04-09 23:00:00 UTC,50.1,34.8,9
2019-04-10 00:00:00 UTC,67.2,42.6,10
2019-04-10 01:00:00 UTC,59,37.4,9
2019-04-10 02:00:00 UTC,45.1,30.1,11
2019-04-10 03:00:00 UTC,36,25.5,10
2019-04-10 04:00:00 UTC,29.5,21.9,10
2019-04-10 05:00:00 UTC,22.7,17.6,9
2019-04-10 06:00:00 UTC,15.2,12.3,10
2019-04-10 07:00:00 UTC,18.9,14.7,7
2019-04-10 08:00:00 UTC,24.6,16.6,9
2019-04-10 09:00:00 UTC,46,23.6,10
2019-04-10 10:00:00 UTC,64.3,27.5,8
2019-04-10 11:00:00 UTC,66.9,28.1,9
2019-04-10 12:00:00 UTC,47.4,23.5,5
2019-04-10 13:00:00 UTC,32,17.1,11
2019-04-10 14:00:00 UTC,29.1,16.8,12
2019-04-10 15:00:00 UTC,24.2,16.3,13
2019-04-10 16:00:00 UTC,22.9,16.4,16
2019-04-10 17:00:00 UTC,20.8,14.9,15
2019-04-10 18:00:00 UTC,20.2,14.4,11
2019-04-10 19:00:00 UTC,17.2,12.1,10
2019-04-10 20:00:00 UTC,18.1,12.5,9
2019-04-10 21:00:00 UTC,19.2,13.3,7
2019-04-10 22:00:00 UTC,21.5,14.8,5
2019-04-10 23:00:00 UTC,26.8,17.4,8
2019-04-11 00:00:00 UTC,26,16.5,6
2019-04-11 01:00:00 UTC,20.2,13.1,9
2019-04-11 02:00:00 UTC,21.1,12.1,7
2019-04-11 03:00:00 UTC,17,10,4
2019-04-11 04:00:00 UTC,17,10.1,9
2019-04-11 05:00:00 UTC,14.4,8.8,8
2019-04-11 06:00:00 UTC,15.8,9.1,6
2019-04-11 07:00:00 UTC,6.9,6,9
2019-04-11 08:00:00 UTC,34,21.7,8
2019-04-11 09:00:00 UTC,49.3,26.3,12
2019-04-11 10:00:00 UTC,45.7,26.3,10
2019-04-11 11:00:00 UTC,45.4,29.4,11
2019-04-11 12:00:00 UTC,28.1,21.9,4
2019-04-11 13:00:00 UTC,12.5,10.3,22
2019-04-11 14:00:00 UTC,3.8,3.5,23
2019-04-11 15:00:00 UTC,2.4,2.2,21
2019-04-11 16:00:00 UTC,1.8,1.7,17
2019-04-11 17:00:00 UTC,1.6,1.4,5
2019-04-11 18:00:00 UTC,1.3,1.3,4
2019-04-11 19:00:00 UTC,10.2,7.4,8
2019-04-11 20:00:00 UTC,2.5,2.3,3
2019-04-11 21:00:00 UTC,3,2.6,4
2019-04-11 22:00:00 UTC,4.5,4.1,4
2019-04-11 23:00:00 UTC,24.1,17.9,12
2019-04-12 00:00:00 UTC,36,23.1,3
2019-04-12 01:00:00 UTC,16.2,12.9,4
2019-04-12 02:00:00 UTC,37.9,22.9,4
2019-04-12 03:00:00 UTC,35.1,22,5
2019-04-12 04:00:00 UTC,34.9,21.1,6
2019-04-12 05:00:00 UTC,31.3,21.5,5
2019-04-12 06:00:00 UTC,18.9,15.8,5
2019-04-12 07:00:00 UTC,12.6,10,4
2019-04-12 08:00:00 UTC,13.9,12.5,6
2019-04-12 09:00:00 UTC,8,7.7,3
2019-04-12 10:00:00 UTC,37.5,22.3,2
2019-04-12 11:00:00 UTC,54.3,26.3,3
2019-04-12 12:00:00 UTC,38.6,18.9,2
2019-04-12 13:00:00 UTC,30.6,14,6
2019-04-12 14:00:00 UTC,34,16.3,7
2019-04-12 15:00:00 UTC,31.8,16.2,4
2019-04-12 16:00:00 UTC,31.3,16.9,7
2019-04-12 17:00:00 UTC,29.2,17.7,8
2019-04-12 18:00:00 UTC,28.9,19.1,6
2019-04-12 19:00:00 UTC,22.9,15.4,7
2019-04-12 20:00:00 UTC,22.3,14,8
2019-04-12 21:00:00 UTC,20.8,13.2,14
2019-04-12 22:00:00 UTC,32.5,19.5,9
2019-04-12 23:00:00 UTC,35.3,22.4,10
2019-04-13 00:00:00 UTC,29,19.3,13
2019-04-13 01:00:00 UTC,24.1,13.4,19
2019-04-13 02:00:00 UTC,22.2,13.1,16
2019-04-13 03:00:00 UTC,31,16.1,17
2019-04-13 04:00:00 UTC,22.3,11.4,14
2019-04-13 05:00:00 UTC,14.5,8.3,14
2019-04-13 06:00:00 UTC,19.4,10.8,16
2019-04-13 07:00:00 UTC,14.9,9.9,15
2019-04-13 08:00:00 UTC,5.4,4.7,13
2019-04-13 09:00:00 UTC,15.3,9.3,8
2019-04-13 10:00:00 UTC,17.2,8.7,8
2019-04-13 11:00:00 UTC,18.9,10,9
2019-04-13 12:00:00 UTC,17.5,9.3,8
2019-04-13 13:00:00 UTC,11.5,7.1,6
2019-04-13 14:00:00 UTC,7.5,6.4,7
2019-04-13 15:00:00 UTC,6.1,5.5,3
2019-04-13 16:00:00 UTC,5.5,5,3
2019-04-13 17:00:00 UTC,4,3.2,6
2019-04-13 18:00:00 UTC,2.5,2.1,6
2019-04-13 19:00:00 UTC,2.1,2,4
2019-04-13 20:00:00 UTC,1.8,1.6,1
2019-04-13 21:00:00 UTC,1.3,1.3,8
2019-04-13 22:00:00 UTC,1.8,1.7,2
2019-04-13 23:00:00 UTC,1.6,1.6,8
2019-04-14 00:00:00 UTC,1.8,1.8,0
2019-04-14 01:00:00 UTC,1.3,1.4,4
2019-04-14 02:00:00 UTC,1.1,1.3,1
2019-04-14 03:00:00 UTC,0.8,0.9,1
2019-04-14 04:00:00 UTC,0.6,0.8,0
2019-04-14 05:00:00 UTC,0.6,0.6,2
2019-04-14 06:00:00 UTC,SPN,SPN,5
2019-04-14 07:00:00 UTC,SPN,SPN,3
2019-04-14 08:00:00 UTC,0.5,0.5,5
2019-04-14 09:00:00 UTC,1.5,1.4,11
2019-04-14 10:00:00 UTC,1.3,1.1,13
2019-04-14 11:00:00 UTC,2.8,2.6,7
2019-04-14 12:00:00 UTC,2.6,2.3,1
2019-04-14 13:00:00 UTC,2.3,1.9,4
2019-04-14 14:00:00 UTC,2.2,1.9,7
2019-04-14 15:00:00 UTC,1.7,1.5,7
2019-04-14 16:00:00 UTC,1.8,1.4,8
2019-04-14 17:00:00 UTC,2.2,1.7,7
2019-04-14 18:00:00 UTC,3.2,2.4,1
2019-04-14 19:00:00 UTC,1.8,1.5,6
2019-04-14 20:00:00 UTC,1.1,0.9,3
2019-04-14 21:00:00 UTC,3.3,2.5,2
2019-04-14 22:00:00 UTC,10.1,7.1,7
2019-04-14 23:00:00 UTC,35.2,21.8,9
2019-04-15 00:00:00 UTC,47.1,29.5,6
2019-04-15 01:00:00 UTC,52.9,31.7,8
2019-04-15 02:00:00 UTC,39,24,7
2019-04-15 03:00:00 UTC,29.2,21.3,8
2019-04-15 04:00:00 UTC,19.1,15.3,6
2019-04-15 05:00:00 UTC,14.9,12.2,7
2019-04-15 06:00:00 UTC,22.8,16.5,7
2019-04-15 07:00:00 UTC,32.3,19.9,7
2019-04-15 08:00:00 UTC,32.1,19.1,7
2019-04-15 09:00:00 UTC,50.5,24.1,9
2019-04-15 10:00:00 UTC,74.5,30.8,11
2019-04-15 11:00:00 UTC,79.5,31.9,10
2019-04-15 12:00:00 UTC,57.2,29.8,7
2019-04-15 13:00:00 UTC,26.7,19.1,7
2019-04-15 14:00:00 UTC,28.9,19.7,9
2019-04-15 15:00:00 UTC,24.3,16.1,10
2019-04-15 16:00:00 UTC,19.7,14,3
2019-04-15 17:00:00 UTC,21.4,14.9,7
2019-04-15 18:00:00 UTC,21.4,15.2,5
2019-04-15 19:00:00 UTC,23,16.4,10
2019-04-15 20:00:00 UTC,21.2,14.6,7
2019-04-15 21:00:00 UTC,22.2,14.6,7
2019-04-15 22:00:00 UTC,23.4,15.2,6
2019-04-15 23:00:00 UTC,30.5,20,4
2019-04-16 00:00:00 UTC,38.7,23.8,5
2019-04-16 01:00:00 UTC,23.8,15.9,3
2019-04-16 02:00:00 UTC,23.1,14.7,8
2019-04-16 03:00:00 UTC,15.3,10.4,6
2019-04-16 04:00:00 UTC,14.8,9.9,7
2019-04-16 05:00:00 UTC,17.4,11.4,6
2019-04-16 06:00:00 UTC,13.4,9.5,4
2019-04-16 07:00:00 UTC,13.3,9.1,4
2019-04-16 08:00:00 UTC,16,10.1,5
2019-04-16 09:00:00 UTC,22.1,12.3,5
2019-04-16 10:00:00 UTC,29.2,16.8,6
2019-04-16 11:00:00 UTC,27.3,16.8,7
2019-04-16 12:00:00 UTC,23.8,14.3,8
2019-04-16 13:00:00 UTC,21.8,13.1,4
2019-04-16 14:00:00 UTC,19,11.4,5
2019-04-16 15:00:00 UTC,20.4,12.4,4
2019-04-16 16:00:00 UTC,18.5,11.3,11
2019-04-16 17:00:00 UTC,20.8,12.5,7
2019-04-16 18:00:00 UTC,19.7,11.3,8
2019-04-16 19:00:00 UTC,20.8,12.4,8
2019-04-16 20:00:00 UTC,20.7,13.3,6
2019-04-16 21:00:00 UTC,19.5,12,8
2019-04-16 22:00:00 UTC,21.9,13.2,6
2019-04-16 23:00:00 UTC,25.8,15.7,5
2019-04-17 00:00:00 UTC,28.8,16.5,6
2019-04-17 01:00:00 UTC,18.8,11.6,8
2019-04-17 02:00:00 UTC,21,12.6,7
2019-04-17 03:00:00 UTC,13,8.4,2
2019-04-17 04:00:00 UTC,14.5,8.8,9
2019-04-17 05:00:00 UTC,12.3,6.8,9
2019-04-17 06:00:00 UTC,8.5,4.6,8
2019-04-17 07:00:00 UTC,11.3,7.5,10
2019-04-17 08:00:00 UTC,13.1,7.4,7
2019-04-17 09:00:00 UTC,20.1,10.8,13
2019-04-17 10:00:00 UTC,26.7,13.8,11
2019-04-17 11:00:00 UTC,25.4,13.2,11
2019-04-17 12:00:00 UTC,17.6,9.7,10
2019-04-17 13:00:00 UTC,23.9,11.7,10
2019-04-17 14:00:00 UTC,27.2,14.1,12
2019-04-17 15:00:00 UTC,33.8,16.2,10
2019-04-17 16:00:00 UTC,34.3,15.1,16
2019-04-17 17:00:00 UTC,23.6,12.3,25
2019-04-17 18:00:00 UTC,21.6,11.7,18
2019-04-17 19:00:00 UTC,19.2,10.2,27
2019-04-17 20:00:00 UTC,15.6,8.7,24
2019-04-17 21:00:00 UTC,16.8,8.2,18
2019-04-17 22:00:00 UTC,21,9.6,18
2019-04-17 23:00:00 UTC,19.6,8.1,16
2019-04-18 00:00:00 UTC,19.1,7.9,11
2019-04-18 01:00:00 UTC,15.9,6.9,13
2019-04-18 02:00:00 UTC,12,6,14
2019-04-18 03:00:00 UTC,2.5,2.1,14
2019-04-18 04:00:00 UTC,1.4,1.2,-2
2019-04-18 05:00:00 UTC,0.8,0.9,7
2019-04-18 06:00:00 UTC,7.5,5.5,7
2019-04-18 07:00:00 UTC,16.1,10.8,10
2019-04-18 08:00:00 UTC,25.8,16.4,5
2019-04-18 09:00:00 UTC,21.7,11.7,6
2019-04-18 10:00:00 UTC,17.5,12.6,5
2019-04-18 11:00:00 UTC,13.5,11.2,6
2019-04-18 12:00:00 UTC,10.5,9,4
2019-04-18 13:00:00 UTC,9.7,7.3,8
2019-04-18 14:00:00 UTC,5.2,4.2,9
2019-04-18 15:00:00 UTC,3,2.5,10
2019-04-18 16:00:00 UTC,2.8,2.5,8
2019-04-18 17:00:00 UTC,2.9,2.6,-2
2019-04-18 18:00:00 UTC,2.4,2,6
2019-04-18 19:00:00 UTC,1.9,1.5,5
2019-04-18 20:00:00 UTC,1.6,1.3,3
2019-04-18 21:00:00 UTC,1.4,1.3,3
2019-04-18 22:00:00 UTC,1.6,1.3,4
2019-04-18 23:00:00 UTC,1.8,1.7,-2
2019-04-19 00:00:00 UTC,4.1,3.9,3
2019-04-19 01:00:00 UTC,6.6,6.3,3
2019-04-19 02:00:00 UTC,9.8,9.1,3
2019-04-19 03:00:00 UTC,10.7,9.9,-1
2019-04-19 04:00:00 UTC,6.2,6,2
2019-04-19 05:00:00 UTC,2.2,1.9,2
2019-04-19 06:00:00 UTC,1.2,1,4
2019-04-19 07:00:00 UTC,3.3,3,3
2019-04-19 08:00:00 UTC,2.9,2.7,1
2019-04-19 09:00:00 UTC,2.5,2.4,1
2019-04-19 10:00:00 UTC,6.7,6.3,4
2019-04-19 11:00:00 UTC,5.8,5.3,2
2019-04-19 12:00:00 UTC,4.4,4,-1
2019-04-19 13:00:00 UTC,2,1.7,1
2019-04-19 14:00:00 UTC,1.3,1.1,3
2019-04-19 15:00:00 UTC,0.9,0.8,2
2019-04-19 16:00:00 UTC,0.9,0.8,1
2019-04-19 17:00:00 UTC,1,0.9,2
2019-04-19 18:00:00 UTC,1.1,0.9,2
2019-04-19 19:00:00 UTC,1.1,0.9,1
2019-04-19 20:00:00 UTC,1.3,1.1,1
2019-04-19 21:00:00 UTC,1.5,1.3,2
2019-04-19 22:00:00 UTC,1.5,1.3,0
2019-04-19 23:00:00 UTC,4.1,3.9,3
2019-04-20 00:00:00 UTC,6.8,6.6,1
2019-04-20 01:00:00 UTC,17.8,17.2,5
2019-04-20 02:00:00 UTC,20.1,19.4,4
2019-04-20 03:00:00 UTC,15.2,14.5,7
2019-04-20 04:00:00 UTC,17.1,16.1,7
2019-04-20 05:00:00 UTC,18.5,17.3,5
2019-04-20 06:00:00 UTC,21.3,18.2,8
2019-04-20 07:00:00 UTC,17.9,15.7,4
2019-04-20 08:00:00 UTC,12.9,11.6,8
2019-04-20 09:00:00 UTC,8.4,7.6,5
2019-04-20 10:00:00 UTC,15.5,11,7
2019-04-20 11:00:00 UTC,19.4,14,1
2019-04-20 12:00:00 UTC,20.8,14.4,-2
2019-04-20 13:00:00 UTC,15.2,11.3,5
2019-04-20 14:00:00 UTC,20.8,14.3,5
2019-04-20 15:00:00 UTC,19.1,12.9,6
2019-04-20 16:00:00 UTC,14.2,10.3,5
2019-04-20 17:00:00 UTC,13.2,10,4
2019-04-20 18:00:00 UTC,14.7,11.4,5
2019-04-20 19:00:00 UTC,19.2,14.5,5
2019-04-20 20:00:00 UTC,19.2,14.4,8
2019-04-20 21:00:00 UTC,20.7,16.2,6
2019-04-20 22:00:00 UTC,23.6,18.2,8
2019-04-20 23:00:00 UTC,27.2,19.9,7
2019-04-21 00:00:00 UTC,38,27.2,8
2019-04-21 01:00:00 UTC,37.8,26.5,8
2019-04-21 02:00:00 UTC,25.3,17.9,7
2019-04-21 03:00:00 UTC,14.1,10.3,3
2019-04-21 04:00:00 UTC,11.2,8.4,6
2019-04-21 05:00:00 UTC,8,6.2,2
2019-04-21 06:00:00 UTC,SPN,SPN,1
2019-04-21 07:00:00 UTC,SPN,SPN,6
2019-04-21 08:00:00 UTC,7.6,5.7,5
2019-04-21 09:00:00 UTC,9.3,6.8,7
2019-04-21 10:00:00 UTC,10.3,7.4,7
2019-04-21 11:00:00 UTC,14.5,9,13
2019-04-21 12:00:00 UTC,13.8,9.6,11
2019-04-21 13:00:00 UTC,12.6,8.5,13
2019-04-21 14:00:00 UTC,12.1,8.3,3
2019-04-21 15:00:00 UTC,10.1,7.1,8
2019-04-21 16:00:00 UTC,11.7,8.3,4
2019-04-21 17:00:00 UTC,11.3,8,6
2019-04-21 18:00:00 UTC,11.5,7.6,3
2019-04-21 19:00:00 UTC,10.7,7.1,7
2019-04-21 20:00:00 UTC,10.8,7,5
2019-04-21 21:00:00 UTC,10.4,6.5,4
2019-04-21 22:00:00 UTC,9.3,6.1,6
2019-04-21 23:00:00 UTC,11.6,7.4,2
2019-04-22 00:00:00 UTC,13.8,9,5
2019-04-22 01:00:00 UTC,16.1,10.2,7
2019-04-22 02:00:00 UTC,12.4,7.9,5
2019-04-22 03:00:00 UTC,7.5,4.9,5
2019-04-22 04:00:00 UTC,6.5,4.4,5
2019-04-22 05:00:00 UTC,5.7,4,7
2019-04-22 06:00:00 UTC,6,4.1,8
2019-04-22 07:00:00 UTC,5,3.8,7
2019-04-22 08:00:00 UTC,7.9,5.4,3
2019-04-22 09:00:00 UTC,20,12.2,6
2019-04-22 10:00:00 UTC,33.4,19.1,9
2019-04-22 11:00:00 UTC,31.2,18.3,6
2019-04-22 12:00:00 UTC,28.8,16.3,8
2019-04-22 13:00:00 UTC,22.9,12.8,3
2019-04-22 14:00:00 UTC,26.8,14.8,10
2019-04-22 15:00:00 UTC,21.6,12.2,6
2019-04-22 16:00:00 UTC,23.3,12.7,9
2019-04-22 17:00:00 UTC,22.7,12.7,9
2019-04-22 18:00:00 UTC,26,13.7,1
2019-04-22 19:00:00 UTC,SPN,SPN,7
2019-04-22 20:00:00 UTC,SPN,SPN,5
2019-04-22 21:00:00 UTC,19,10.3,6
2019-04-22 22:00:00 UTC,19.6,10.8,4
2019-04-22 23:00:00 UTC,32.2,17.3,5
2019-04-23 00:00:00 UTC,30.7,16.7,2
2019-04-23 01:00:00 UTC,31.5,17.6,4
2019-04-23 02:00:00 UTC,30.9,17.3,11
2019-04-23 03:00:00 UTC,24.8,14,6
2019-04-23 04:00:00 UTC,21.1,11.6,10
2019-04-23 05:00:00 UTC,13.6,7.7,6
2019-04-23 06:00:00 UTC,13.8,8.1,8
2019-04-23 07:00:00 UTC,20.2,11.5,5
2019-04-23 08:00:00 UTC,22.7,12.7,6
2019-04-23 09:00:00 UTC,34.6,16.9,10
2019-04-23 10:00:00 UTC,37.2,16.8,10
2019-04-23 11:00:00 UTC,28.7,15,9
2019-04-23 12:00:00 UTC,19.2,10.8,11
2019-04-23 13:00:00 UTC,25.4,13.2,12
2019-04-23 14:00:00 UTC,PMA,PMA,14
2019-04-23 15:00:00 UTC,PMA,PMA,15
2019-04-23 16:00:00 UTC,39.3,20.6,16
2019-04-23 17:00:00 UTC,38.7,20.6,20
2019-04-23 18:00:00 UTC,31,17.2,17
2019-04-23 19:00:00 UTC,27,15.4,16
2019-04-23 20:00:00 UTC,21,12.7,15
2019-04-23 21:00:00 UTC,21.3,12.3,19
2019-04-23 22:00:00 UTC,22.6,13,11
2019-04-23 23:00:00 UTC,27.9,15.1,16
2019-04-24 00:00:00 UTC,29.9,15.7,12
2019-04-24 01:00:00 UTC,26.8,13.8,12
2019-04-24 02:00:00 UTC,24.7,12.2,12
2019-04-24 03:00:00 UTC,26.9,14.7,8
2019-04-24 04:00:00 UTC,26.7,13.8,9
2019-04-24 05:00:00 UTC,28.9,15.6,7
2019-04-24 06:00:00 UTC,24.2,13.8,10
2019-04-24 07:00:00 UTC,22.1,11.2,9
2019-04-24 08:00:00 UTC,21.3,10.8,7
2019-04-24 09:00:00 UTC,29.2,13.9,6
2019-04-24 10:00:00 UTC,29.5,16,5
2019-04-24 11:00:00 UTC,4,3.9,-2
2019-04-24 12:00:00 UTC,17.1,12.6,5
2019-04-24 13:00:00 UTC,20.1,15,0
2019-04-24 14:00:00 UTC,33.7,22.5,0
2019-04-24 15:00:00 UTC,28.6,17.7,3
2019-04-24 16:00:00 UTC,32.5,21.7,3
2019-04-24 17:00:00 UTC,34.6,22.4,4
2019-04-24 18:00:00 UTC,31.8,19.8,3
2019-04-24 19:00:00 UTC,11,7.1,3
2019-04-24 20:00:00 UTC,2.3,2.5,2
2019-04-24 21:00:00 UTC,3.1,3.1,4
2019-04-24 22:00:00 UTC,2.6,2.4,3
2019-04-24 23:00:00 UTC,10.4,7.8,0
2019-04-25 00:00:00 UTC,37.6,23.7,5
2019-04-25 01:00:00 UTC,8.4,8.2,3
2019-04-25 02:00:00 UTC,4,4,2
2019-04-25 03:00:00 UTC,6.3,5.9,4
2019-04-25 04:00:00 UTC,8.7,7.6,2
2019-04-25 05:00:00 UTC,8.6,6.7,3
2019-04-25 06:00:00 UTC,4.3,3.1,1
2019-04-25 07:00:00 UTC,4.1,3.1,2
2019-04-25 08:00:00 UTC,3.8,3.4,2
2019-04-25 09:00:00 UTC,5,4.6,3
2019-04-25 10:00:00 UTC,12.8,11.1,4
2019-04-25 11:00:00 UTC,20.3,11.8,3
2019-04-25 12:00:00 UTC,11.9,9.4,0
2019-04-25 13:00:00 UTC,6.3,5.2,3
2019-04-25 14:00:00 UTC,5,4.1,3
2019-04-25 15:00:00 UTC,5,4.2,7
2019-04-25 16:00:00 UTC,4.1,3.7,9
2019-04-25 17:00:00 UTC,2.9,2.5,7
2019-04-25 18:00:00 UTC,2.2,1.9,4
2019-04-25 19:00:00 UTC,2.1,2.1,3
2019-04-25 20:00:00 UTC,2.4,2.3,3
2019-04-25 21:00:00 UTC,2.4,2.4,4
2019-04-25 22:00:00 UTC,2.7,2.5,3
2019-04-25 23:00:00 UTC,5.2,5,5
2019-04-26 00:00:00 UTC,14.9,14.2,10
2019-04-26 01:00:00 UTC,23.8,21.9,7
2019-04-26 02:00:00 UTC,40.3,28.7,10
2019-04-26 03:00:00 UTC,34.4,23.4,10
2019-04-26 04:00:00 UTC,23.6,18.9,6
2019-04-26 05:00:00 UTC,16.7,14.5,9
2019-04-26 06:00:00 UTC,15.5,12.4,7
2019-04-26 07:00:00 UTC,7.1,6.4,7
2019-04-26 08:00:00 UTC,7.5,7.4,12
2019-04-26 09:00:00 UTC,9.5,9.2,9
2019-04-26 10:00:00 UTC,4.6,4.4,7
2019-04-26 11:00:00 UTC,7.5,6.8,2
2019-04-26 12:00:00 UTC,7.5,6.2,3
2019-04-26 13:00:00 UTC,5.7,4.3,3
2019-04-26 14:00:00 UTC,19.2,12,5
2019-04-26 15:00:00 UTC,9.3,6.8,3
2019-04-26 16:00:00 UTC,6.4,4.8,6
2019-04-26 17:00:00 UTC,9.2,6.9,5
2019-04-26 18:00:00 UTC,10.9,8.2,4
2019-04-26 19:00:00 UTC,13.8,10.4,4
2019-04-26 20:00:00 UTC,16.6,12.7,4
2019-04-26 21:00:00 UTC,22.2,16.2,6
2019-04-26 22:00:00 UTC,33.9,22.7,5
2019-04-26 23:00:00 UTC,44.3,28.9,7
2019-04-27 00:00:00 UTC,56.6,35.5,5
2019-04-27 01:00:00 UTC,60.1,35.5,6
2019-04-27 02:00:00 UTC,48.6,32.9,7
2019-04-27 03:00:00 UTC,29.4,26.2,9
2019-04-27 04:00:00 UTC,31.8,25.4,6
2019-04-27 05:00:00 UTC,21.7,19.4,5
2019-04-27 06:00:00 UTC,27.6,19.6,9
2019-04-27 07:00:00 UTC,27.4,17.6,11
2019-04-27 08:00:00 UTC,24.3,15.9,11
2019-04-27 09:00:00 UTC,28.6,17.1,11
2019-04-27 10:00:00 UTC,50.7,30.2,11
2019-04-27 11:00:00 UTC,53.1,30.8,8
2019-04-27 12:00:00 UTC,36,24.2,7
2019-04-27 13:00:00 UTC,22.3,16,9
2019-04-27 14:00:00 UTC,19.2,14.1,8
2019-04-27 15:00:00 UTC,17.1,12.9,10
2019-04-27 16:00:00 UTC,14.6,11,10
2019-04-27 17:00:00 UTC,14.8,11.6,10
2019-04-27 18:00:00 UTC,13.4,10.3,10
2019-04-27 19:00:00 UTC,13.7,10.7,9
2019-04-27 20:00:00 UTC,13.5,10.5,8
2019-04-27 21:00:00 UTC,16.4,12.6,8
2019-04-27 22:00:00 UTC,19.8,14.8,14
2019-04-27 23:00:00 UTC,25.2,18.1,8
2019-04-28 00:00:00 UTC,24.6,18,13
2019-04-28 01:00:00 UTC,22.8,16.3,8
2019-04-28 02:00:00 UTC,16.7,11,7
2019-04-28 03:00:00 UTC,17.6,11,7
2019-04-28 04:00:00 UTC,14.7,10.1,8
2019-04-28 05:00:00 UTC,18.2,12.6,7
2019-04-28 06:00:00 UTC,SPN,SPN,8
2019-04-28 07:00:00 UTC,SPN,SPN,9
2019-04-28 08:00:00 UTC,8.4,5.6,7
2019-04-28 09:00:00 UTC,8.9,5.6,8
2019-04-28 10:00:00 UTC,9.7,6.1,9
2019-04-28 11:00:00 UTC,14.2,8.8,10
2019-04-28 12:00:00 UTC,16.4,9.2,9
2019-04-28 13:00:00 UTC,19.4,10.6,11
2019-04-28 14:00:00 UTC,13,7.9,3
2019-04-28 15:00:00 UTC,11.7,7.1,13
2019-04-28 16:00:00 UTC,15.3,9.4,9
2019-04-28 17:00:00 UTC,13,8,7
2019-04-28 18:00:00 UTC,11.6,7,8
2019-04-28 19:00:00 UTC,12.3,7.2,5
2019-04-28 20:00:00 UTC,13.2,7.7,8
2019-04-28 21:00:00 UTC,12,7.2,9
2019-04-28 22:00:00 UTC,14,8,5
2019-04-28 23:00:00 UTC,16.8,10.2,5
2019-04-29 00:00:00 UTC,20.7,12.5,7
2019-04-29 01:00:00 UTC,17,10.5,7
2019-04-29 02:00:00 UTC,16.9,9.6,6
2019-04-29 03:00:00 UTC,10.1,5.9,7
2019-04-29 04:00:00 UTC,9,5.5,7
2019-04-29 05:00:00 UTC,7.9,4.9,4
2019-04-29 06:00:00 UTC,5.8,3.3,5
2019-04-29 07:00:00 UTC,4.8,2.8,11
2019-04-29 08:00:00 UTC,7,3.6,9
2019-04-29 09:00:00 UTC,15.2,8.1,10
2019-04-29 10:00:00 UTC,23.4,12.2,12
2019-04-29 11:00:00 UTC,20.9,12.4,12
2019-04-29 12:00:00 UTC,18.6,10.6,13
2019-04-29 13:00:00 UTC,20.4,10.4,15
2019-04-29 14:00:00 UTC,20.9,10.9,11
2019-04-29 15:00:00 UTC,24.8,12.6,8
2019-04-29 16:00:00 UTC,20.7,11.1,15
2019-04-29 17:00:00 UTC,21.7,13,12
2019-04-29 18:00:00 UTC,24.1,13.3,16
2019-04-29 19:00:00 UTC,21.4,11.8,12
2019-04-29 20:00:00 UTC,23.2,11.9,13
2019-04-29 21:00:00 UTC,19,9.9,10
2019-04-29 22:00:00 UTC,20.9,10.7,14
2019-04-29 23:00:00 UTC,29.1,13.1,10
2019-04-30 00:00:00 UTC,26.5,12.1,14
2019-04-30 01:00:00 UTC,27.2,12.1,17
2019-04-30 02:00:00 UTC,20.6,9.2,18
2019-04-30 03:00:00 UTC,25.6,9.8,18
2019-04-30 04:00:00 UTC,18.4,6.6,19
2019-04-30 05:00:00 UTC,19.5,6.4,16
2019-04-30 06:00:00 UTC,14,5.3,15
2019-04-30 07:00:00 UTC,12.2,4.3,14
2019-04-30 08:00:00 UTC,15.7,5,14
2019-04-30 09:00:00 UTC,19,6.3,12
2019-04-30 10:00:00 UTC,24.4,8.1,14
2019-04-30 11:00:00 UTC,23.1,9.1,18
2019-04-30 12:00:00 UTC,19.2,7.5,17
2019-04-30 13:00:00 UTC,18.9,7.1,20
2019-04-30 14:00:00 UTC,24.2,7.8,15
2019-04-30 15:00:00 UTC,22.3,8.4,10
2019-04-30 16:00:00 UTC,22,8.3,9
2019-04-30 17:00:00 UTC,18.2,7.2,16
2019-04-30 18:00:00 UTC,14.9,6.5,14
2019-04-30 19:00:00 UTC,17.3,8.2,13
2019-04-30 20:00:00 UTC,15.8,7.2,18
2019-04-30 21:00:00 UTC,18.3,8.9,16
2019-04-30 22:00:00 UTC,20.2,9.8,17
2019-04-30 23:00:00 UTC,24.7,10.7,17
2019-05-01 00:00:00 UTC,22.3,9.4,17
2019-05-01 01:00:00 UTC,21.5,8.5,19
2019-05-01 02:00:00 UTC,15.3,6,18
2019-05-01 03:00:00 UTC,14,5.7,19
2019-05-01 04:00:00 UTC,11.6,4.9,16
2019-05-01 05:00:00 UTC,12.2,5.7,16
2019-05-01 06:00:00 UTC,9.4,4.6,18
2019-05-01 07:00:00 UTC,11.4,4.4,16
2019-05-01 08:00:00 UTC,9.1,3.3,16
2019-05-01 09:00:00 UTC,17.4,6,15
2019-05-01 10:00:00 UTC,29,9.3,17
2019-05-01 11:00:00 UTC,29.8,9.6,12
2019-05-01 12:00:00 UTC,24.4,7.9,14
2019-05-01 13:00:00 UTC,26.5,8.4,14
2019-05-01 14:00:00 UTC,23.8,7.4,9
2019-05-01 15:00:00 UTC,21.1,7.3,14
2019-05-01 16:00:00 UTC,20.2,7.8,11
