created_at,entry_id,PM1.0_CF1_ug/m3,PM2.5_CF1_ug/m3,PM10.0_CF1_ug/m3,UptimeMinutes,ADC,Pressure_hpa,IAQ,PM2.5_ATM_ug/m3
2019-02-27 17:24:14 UTC,1,0.00,0.00,0.00,29240.00,0.01,864.31,,0.00
2019-02-27 17:25:34 UTC,2,0.00,0.28,0.28,29160.00,0.01,864.30,,0.28
2019-02-27 17:26:54 UTC,3,0.00,0.13,0.13,29032.00,0.01,864.28,,0.13
2019-02-27 17:28:14 UTC,4,0.00,0.09,0.62,29032.00,0.01,864.31,,0.09
2019-02-27 17:29:34 UTC,5,0.00,0.14,0.14,29032.00,0.01,864.31,,0.14
2019-02-27 17:30:54 UTC,6,0.00,0.14,0.47,29032.00,0.01,864.31,,0.14
2019-02-27 17:32:14 UTC,7,0.00,0.07,0.65,29032.00,0.01,864.35,,0.07
2019-02-27 17:33:34 UTC,8,0.00,0.25,0.82,29032.00,0.01,864.35,,0.25
2019-02-27 17:34:54 UTC,9,0.00,0.20,0.20,29032.00,0.01,864.34,,0.20
2019-02-27 17:36:14 UTC,10,0.00,0.24,1.07,29032.00,0.01,864.33,,0.24
2019-02-27 17:37:34 UTC,11,0.00,0.09,0.48,29032.00,0.01,864.34,,0.09
2019-02-27 17:38:54 UTC,12,0.17,0.17,0.30,29032.00,0.01,864.31,,0.17
2019-02-27 17:40:14 UTC,13,0.17,0.17,0.48,29032.00,0.01,864.36,,0.17
2019-02-27 17:41:34 UTC,14,0.17,0.11,0.11,29032.00,0.01,864.32,,0.11
2019-02-27 17:44:04 UTC,15,0.00,0.00,0.00,30816.00,0.01,864.39,,0.00
2019-02-27 17:45:20 UTC,16,0.00,0.00,0.11,30816.00,0.01,864.46,,0.00
2019-02-27 17:46:40 UTC,17,0.00,0.00,0.42,30816.00,0.01,864.52,,0.00
2019-02-27 17:48:03 UTC,18,0.00,0.00,0.22,30816.00,0.01,864.55,,0.00
2019-02-27 17:49:20 UTC,19,0.00,0.23,0.23,30816.00,0.01,864.56,,0.23
2019-02-27 17:50:43 UTC,20,0.00,0.02,0.02,30816.00,0.01,864.66,,0.02
2019-02-27 17:52:00 UTC,21,0.00,0.02,0.33,30816.00,0.01,864.64,,0.02
2019-02-27 17:53:20 UTC,22,0.00,0.64,2.20,30816.00,0.01,864.60,,0.64
2019-02-27 17:54:43 UTC,23,0.00,0.33,0.33,30816.00,0.01,864.61,,0.33
2019-02-27 17:56:00 UTC,24,0.11,0.52,0.54,30816.00,0.01,864.71,,0.52
2019-02-27 17:57:20 UTC,25,35.74,109.09,169.72,30816.00,0.01,864.69,,74.30
2019-02-27 17:58:40 UTC,26,123.53,401.84,645.91,30816.00,0.01,864.68,,267.19
2019-02-27 18:00:00 UTC,27,102.45,330.82,546.68,30816.00,0.01,864.77,,219.82
2019-02-27 18:01:20 UTC,28,60.77,182.53,292.40,30816.00,0.01,864.73,,120.98
2019-02-27 18:02:41 UTC,29,40.31,113.60,165.44,30816.00,0.01,864.80,,75.02
2019-02-27 18:04:00 UTC,30,33.42,89.84,130.79,30816.00,0.01,864.79,,60.84
2019-02-27 18:05:20 UTC,31,115.24,367.49,588.29,30816.00,0.01,864.78,,244.17
2019-02-27 18:06:40 UTC,32,110.38,353.96,573.62,30816.00,0.01,864.77,,235.11
2019-02-27 18:08:00 UTC,33,44.13,132.85,203.04,30816.00,0.01,864.81,,88.02
2019-02-27 18:09:20 UTC,34,16.67,37.89,52.84,30816.00,0.01,864.88,,33.27
2019-02-27 18:10:41 UTC,35,38.26,104.07,155.40,30816.00,0.01,864.89,,72.38
2019-02-27 18:12:01 UTC,36,170.98,636.79,1073.88,30816.00,0.01,864.97,,423.63
2019-02-27 18:13:22 UTC,37,204.93,826.67,1435.67,30816.00,0.01,864.97,,550.30
2019-02-27 18:14:41 UTC,38,137.33,467.80,772.83,30816.00,0.01,864.95,,311.04
2019-02-27 18:16:00 UTC,39,41.88,129.44,196.66,30816.00,0.01,864.98,,86.24
2019-02-27 18:17:20 UTC,40,9.91,30.20,45.64,30816.00,0.01,864.91,,27.87
2019-02-27 18:18:40 UTC,41,2.81,7.66,16.36,30816.00,0.01,864.92,,7.66
2019-02-27 18:20:00 UTC,42,0.57,3.54,6.39,30816.00,0.01,864.93,,3.54
2019-02-27 18:21:20 UTC,43,0.16,3.36,5.53,30816.00,0.01,864.92,,3.36
2019-02-27 18:22:40 UTC,44,0.22,1.22,1.47,30816.00,0.01,865.02,,1.22
2019-02-27 18:24:00 UTC,45,0.22,0.17,0.48,30816.00,0.01,865.04,,0.17
2019-02-27 18:25:23 UTC,46,0.22,0.17,0.13,30816.00,0.01,865.03,,0.17
2019-02-27 18:26:41 UTC,47,0.22,0.16,0.84,30816.00,0.01,865.08,,0.16
2019-02-27 18:28:03 UTC,48,0.22,0.07,0.38,30816.00,0.01,865.00,,0.07
2019-02-27 18:29:21 UTC,49,0.22,0.07,0.38,30816.00,0.01,865.08,,0.07
2019-02-27 18:30:42 UTC,50,0.22,0.07,0.38,30816.00,0.01,865.06,,0.07
2019-02-27 18:32:00 UTC,51,0.22,0.02,0.16,30816.00,0.01,864.97,,0.02
2019-02-27 18:33:20 UTC,52,0.22,0.02,0.30,30816.00,0.01,865.05,,0.02
2019-02-27 18:34:40 UTC,53,0.22,0.02,0.30,30816.00,0.01,865.09,,0.02
2019-02-27 18:36:00 UTC,54,0.22,0.02,0.30,30816.00,0.01,865.11,,0.02
2019-02-27 18:37:20 UTC,55,0.22,0.09,0.20,30816.00,0.01,865.17,,0.09
2019-02-27 18:38:41 UTC,56,0.22,0.04,0.17,30816.00,0.01,865.16,,0.04
2019-02-27 18:40:00 UTC,57,0.22,0.04,0.17,30816.00,0.01,865.23,,0.04
2019-02-27 18:41:20 UTC,58,0.22,0.04,0.17,30816.00,0.01,865.28,,0.04
2019-02-27 18:42:40 UTC,59,0.22,0.04,0.17,30816.00,0.01,865.29,,0.04
2019-02-27 18:44:01 UTC,60,0.22,0.04,0.17,30816.00,0.01,865.33,,0.04
2019-02-27 18:45:20 UTC,61,0.22,0.04,0.17,30816.00,0.01,865.32,,0.04
2019-02-27 18:46:40 UTC,62,0.22,0.13,0.13,30816.00,0.01,865.27,,0.13
2019-02-27 18:48:00 UTC,63,0.22,0.13,0.13,30816.00,0.01,865.27,,0.13
2019-02-27 18:49:21 UTC,64,0.22,0.16,0.67,30816.00,0.01,865.27,,0.16
2019-02-27 18:50:40 UTC,65,0.22,0.16,0.16,30816.00,0.01,865.25,,0.16
2019-02-27 18:52:01 UTC,66,0.22,0.07,0.07,30792.00,0.01,865.32,,0.07
2019-02-27 18:53:20 UTC,67,0.22,0.07,0.07,30816.00,0.01,865.26,,0.07
2019-02-27 18:54:41 UTC,68,0.22,0.04,0.04,30816.00,0.01,865.22,,0.04
2019-02-27 18:56:00 UTC,69,0.22,0.04,0.22,30816.00,0.01,865.30,,0.04
2019-02-27 18:57:20 UTC,70,0.22,0.04,0.04,30816.00,0.01,865.33,,0.04
2019-02-27 18:58:41 UTC,71,0.22,0.04,0.20,30816.00,0.01,865.33,,0.04
2019-02-27 19:00:00 UTC,72,0.22,0.04,0.58,30816.00,0.01,865.39,,0.04
2019-02-27 19:01:20 UTC,73,0.22,0.18,0.18,30816.00,0.01,865.44,,0.18
2019-02-27 19:02:41 UTC,74,0.22,0.07,0.07,30816.00,0.01,865.39,,0.07
2019-02-27 19:04:01 UTC,75,0.22,0.22,0.22,30816.00,0.01,865.45,,0.22
2019-02-27 19:05:20 UTC,76,0.22,0.22,0.22,30816.00,0.01,865.39,,0.22
2019-02-27 19:06:41 UTC,77,0.22,0.02,0.02,30816.00,0.01,865.40,,0.02
2019-02-28 16:41:43 UTC,78,0.00,0.00,0.00,31320.00,0.01,863.11,,0.00
2019-02-28 16:43:03 UTC,79,0.00,0.00,0.29,31320.00,0.01,863.09,,0.00
2019-02-28 16:44:22 UTC,80,0.11,0.23,0.32,31320.00,0.01,863.07,,0.23
2019-02-28 16:45:43 UTC,81,0.11,0.23,0.02,31320.00,0.01,863.04,,0.23
2019-02-28 16:47:03 UTC,82,0.11,0.30,0.52,31320.00,0.01,863.06,,0.30
2019-02-28 16:48:23 UTC,83,0.11,0.18,0.23,31320.00,0.01,862.87,,0.18
2019-02-28 16:49:43 UTC,84,0.11,0.18,0.57,31320.00,0.01,863.02,,0.18
2019-02-28 16:51:03 UTC,85,0.11,0.07,0.07,31320.00,0.01,862.97,,0.07
2019-02-28 16:52:26 UTC,86,0.11,0.33,0.33,31320.00,0.01,862.94,,0.33
2019-02-28 16:53:43 UTC,87,0.11,0.33,0.33,31320.00,0.01,862.87,,0.33
2019-02-28 16:55:03 UTC,88,0.11,0.33,0.33,31320.00,0.01,862.84,,0.33
2019-02-28 16:56:23 UTC,89,0.11,0.33,0.33,31320.00,0.01,862.86,,0.33
2019-02-28 16:57:43 UTC,90,0.11,0.33,0.33,31320.00,0.01,862.78,,0.33
2019-02-28 16:59:02 UTC,91,0.11,0.33,0.33,31320.00,0.01,862.75,,0.33
2019-02-28 17:00:23 UTC,92,0.11,0.33,0.33,31320.00,0.01,862.80,,0.33
2019-02-28 17:01:43 UTC,93,0.11,0.24,0.24,31320.00,0.01,862.86,,0.24
2019-02-28 17:03:03 UTC,94,9.02,24.70,36.16,31320.00,0.01,862.83,,18.52
