created_at,entry_id,PM1.0_CF1_ug/m3,PM2.5_CF1_ug/m3,PM10.0_CF1_ug/m3,UptimeMinutes,ADC,Pressure_hpa,IAQ,PM2.5_ATM_ug/m3
2019-02-27 17:37:26 UTC,1,0.00,0.00,0.00,29352.00,0.00,864.68,,0.00
2019-02-27 17:38:46 UTC,2,0.00,0.10,0.10,29240.00,0.00,864.69,,0.10
2019-02-27 17:40:06 UTC,3,0.00,0.34,0.70,29160.00,0.00,864.72,,0.34
2019-02-27 17:41:26 UTC,4,0.00,0.36,0.36,29160.00,0.00,864.71,,0.36
2019-02-27 17:44:07 UTC,5,0.00,0.00,0.00,31320.00,0.00,864.80,,0.00
2019-02-27 17:45:23 UTC,6,0.00,0.28,0.28,31320.00,0.00,864.91,,0.28
2019-02-27 17:46:43 UTC,7,0.00,0.59,0.59,31320.00,0.00,864.92,,0.59
2019-02-27 17:48:03 UTC,8,0.00,0.20,0.49,31320.00,0.00,864.95,,0.20
2019-02-27 17:49:23 UTC,9,0.00,0.15,0.15,31320.00,0.00,864.96,,0.15
2019-02-27 17:50:43 UTC,10,0.00,0.15,1.09,31320.00,0.00,865.06,,0.15
2019-02-27 17:52:03 UTC,11,0.00,0.04,0.72,31320.00,0.00,865.10,,0.04
2019-02-27 17:53:23 UTC,12,0.00,0.22,0.63,31320.00,0.00,865.12,,0.22
2019-02-27 17:54:43 UTC,13,0.00,0.02,0.47,31320.00,0.00,865.06,,0.02
2019-02-27 17:56:03 UTC,14,0.39,1.15,1.39,31320.00,0.00,865.15,,1.15
2019-02-27 17:57:23 UTC,15,93.02,253.16,374.14,31320.00,0.00,865.14,,169.30
2019-02-27 17:58:43 UTC,16,199.48,608.91,947.23,31320.00,0.00,865.17,,405.18
2019-02-27 18:00:03 UTC,17,154.11,438.33,668.69,31320.00,0.00,865.13,,291.51
2019-02-27 18:01:23 UTC,18,96.29,253.14,393.31,31320.00,0.00,865.23,,168.00
2019-02-27 18:02:43 UTC,19,59.36,151.62,222.98,31320.00,0.00,865.20,,100.36
2019-02-27 18:04:06 UTC,20,62.60,158.42,226.88,31320.00,0.00,865.24,,104.84
2019-02-27 18:05:23 UTC,21,179.60,524.50,813.05,31320.00,0.00,865.22,,349.05
2019-02-27 18:06:43 UTC,22,150.50,430.55,674.58,31320.00,0.00,865.21,,286.27
2019-02-27 18:08:03 UTC,23,64.63,156.44,227.12,31320.00,0.00,865.27,,103.79
2019-02-27 18:09:23 UTC,24,17.82,37.27,50.31,31320.00,0.00,865.28,,33.51
2019-02-27 18:10:43 UTC,25,81.17,220.05,314.43,31320.00,0.00,865.33,,148.31
2019-02-27 18:12:04 UTC,26,236.93,865.98,1434.42,31320.00,0.00,865.38,,576.47
2019-02-27 18:13:23 UTC,27,238.21,908.15,1504.51,31320.00,0.00,865.39,,604.66
2019-02-27 18:14:44 UTC,28,160.57,482.19,735.45,31320.00,0.00,865.39,,320.74
2019-02-27 18:16:03 UTC,29,47.30,119.28,174.72,31296.00,0.00,865.37,,79.37
2019-02-27 18:17:23 UTC,30,11.83,31.50,48.21,31320.00,0.00,865.36,,29.36
2019-02-27 18:18:43 UTC,31,3.50,10.63,18.67,31320.00,0.00,865.32,,10.63
2019-02-27 18:20:03 UTC,32,2.38,5.62,8.29,31320.00,0.00,865.38,,5.62
2019-02-27 18:21:23 UTC,33,0.26,2.23,4.38,31320.00,0.00,865.35,,2.23
2019-02-27 18:22:43 UTC,34,0.65,1.59,2.37,31320.00,0.00,865.44,,1.59
2019-02-27 18:24:03 UTC,35,0.65,0.29,0.91,31320.00,0.00,865.48,,0.29
2019-02-27 18:25:23 UTC,36,0.65,0.20,0.30,31320.00,0.00,865.48,,0.20
2019-02-27 18:26:43 UTC,37,0.65,0.26,0.26,31320.00,0.00,865.56,,0.26
2019-02-27 18:28:03 UTC,38,0.65,0.09,0.09,31320.00,0.00,865.47,,0.09
2019-02-27 18:29:23 UTC,39,0.65,0.09,0.26,31320.00,0.00,865.45,,0.09
