created_at,PM1.0_CF1_ug/m3,PM2.5_CF1_ug/m3,PM10.0_CF1_ug/m3,Temperature_F,Humidity_%,PM2.5_ATM_ug/m3
2020-03-01 00:00:15 UTC,0.39,0.57,0.66,75.0,32.0,0.57
2020-03-01 00:02:15 UTC,0.53,1.12,1.15,75.0,32.0,1.12
2020-03-01 00:04:15 UTC,0.39,1.09,1.09,75.0,32.0,1.09
2020-03-01 00:06:14 UTC,0.57,0.82,1.0,75.0,32.0,0.82
2020-03-01 00:08:15 UTC,0.77,0.99,1.17,74.0,33.0,0.99
2020-03-01 00:10:15 UTC,0.87,1.03,1.03,75.0,33.0,1.03
2020-03-01 00:12:14 UTC,0.6,0.91,1.12,75.0,33.0,0.91
2020-03-01 00:14:15 UTC,0.36,0.68,0.68,75.0,34.0,0.68
2020-03-01 00:16:15 UTC,0.63,1.15,1.53,74.0,34.0,1.15
2020-03-01 00:18:16 UTC,0.72,1.22,1.42,72.0,34.0,1.22
2020-03-01 00:20:15 UTC,0.83,1.09,1.32,74.0,34.0,1.09
2020-03-01 00:22:15 UTC,0.8,1.5,1.7,74.0,34.0,1.5
2020-03-01 00:24:15 UTC,0.65,1.04,1.13,74.0,34.0,1.04
2020-03-01 00:26:17 UTC,0.64,1.12,1.54,74.0,35.0,1.12
2020-03-01 00:28:14 UTC,0.63,0.9,0.96,73.0,35.0,0.9
2020-03-01 00:30:15 UTC,0.92,1.09,1.32,73.0,35.0,1.09
2020-03-01 00:32:14 UTC,0.61,1.23,1.45,74.0,34.0,1.23
2020-03-01 00:34:14 UTC,0.94,1.59,1.74,73.0,35.0,1.59
2020-03-01 00:36:15 UTC,0.94,1.37,1.43,74.0,35.0,1.37
2020-03-01 00:38:16 UTC,1.03,1.79,1.81,73.0,35.0,1.79
2020-03-01 00:40:16 UTC,0.59,1.41,1.6,73.0,35.0,1.41
2020-03-01 00:42:14 UTC,0.9,1.2,1.47,73.0,35.0,1.2
2020-03-01 00:44:16 UTC,1.04,1.62,1.76,73.0,35.0,1.62
2020-03-01 00:46:16 UTC,0.7,1.39,1.75,73.0,35.0,1.39
2020-03-01 00:48:15 UTC,0.81,1.48,1.57,73.0,35.0,1.48
2020-03-01 00:50:16 UTC,0.17,0.48,0.56,73.0,35.0,0.48
2020-03-01 00:52:15 UTC,0.41,1.0,1.0,73.0,35.0,1.0
2020-03-01 00:54:16 UTC,0.35,0.59,0.59,73.0,35.0,0.59
2020-03-01 00:56:15 UTC,0.38,0.59,0.59,73.0,35.0,0.59
2020-03-01 00:58:15 UTC,0.89,0.99,1.18,73.0,35.0,0.99
2020-03-01 01:00:17 UTC,0.51,1.06,1.2,73.0,35.0,1.06
2020-03-01 01:02:15 UTC,0.65,1.04,1.22,72.0,36.0,1.04
2020-03-01 01:04:15 UTC,0.49,0.91,0.99,72.0,35.0,0.91
2020-03-01 01:06:15 UTC,0.61,1.45,1.58,72.0,36.0,1.45
2020-03-01 01:08:14 UTC,0.61,0.68,0.96,72.0,36.0,0.68
2020-03-01 01:10:16 UTC,0.77,1.14,1.14,72.0,35.0,1.14
2020-03-01 01:12:16 UTC,0.55,1.08,1.08,72.0,36.0,1.08
2020-03-01 01:14:15 UTC,0.63,0.75,0.99,71.0,36.0,0.75
2020-03-01 01:16:15 UTC,0.28,0.57,0.62,72.0,36.0,0.57
2020-03-01 01:18:17 UTC,0.16,0.57,0.84,72.0,35.0,0.57
2020-03-01 01:20:15 UTC,0.44,0.86,0.91,72.0,36.0,0.86
2020-03-01 01:22:15 UTC,0.18,0.57,0.57,72.0,36.0,0.57
