created_at,entry_id,PM1.0_CF1_ug/m3,PM2.5_CF1_ug/m3,PM10.0_CF1_ug/m3,UptimeMinutes,RSSI_dbm,Temperature_F,Humidity_%,PM2.5_ATM_ug/m3
2019-02-27 17:36:56 UTC,1,0.00,0.00,0.00,0.00,-57.00,68.00,20.00,0.00
2019-02-27 17:38:16 UTC,2,0.00,0.00,0.00,1.00,-57.00,68.00,20.00,0.00
2019-02-27 17:39:36 UTC,3,0.00,0.24,0.24,3.00,-53.00,68.00,20.00,0.24
2019-02-27 17:40:56 UTC,4,0.00,0.24,0.24,4.00,-50.00,68.00,20.00,0.24
2019-02-27 17:42:16 UTC,5,0.00,0.24,0.24,5.00,-49.00,68.00,20.00,0.24
2019-02-27 17:44:05 UTC,6,0.00,0.00,0.00,0.00,-49.00,68.00,20.00,0.00
2019-02-27 17:45:20 UTC,7,0.00,0.00,0.20,2.00,-53.00,68.00,20.00,0.00
2019-02-27 17:46:40 UTC,8,0.00,0.00,0.11,3.00,-51.00,68.00,20.00,0.00
2019-02-27 17:48:00 UTC,9,0.00,0.00,0.30,4.00,-50.00,68.00,20.00,0.00
2019-02-27 17:49:20 UTC,10,0.00,0.00,0.09,6.00,-52.00,68.00,20.00,0.00
2019-02-27 17:50:40 UTC,11,0.00,0.00,0.09,7.00,-52.00,68.00,20.00,0.00
2019-02-27 17:52:00 UTC,12,0.00,0.00,0.09,8.00,-49.00,67.00,20.00,0.00
2019-02-27 17:53:20 UTC,13,0.00,0.30,0.39,10.00,-50.00,68.00,20.00,0.30
2019-02-27 17:54:40 UTC,14,0.00,0.27,0.49,11.00,-51.00,68.00,20.00,0.27
2019-02-27 17:56:00 UTC,15,0.49,1.62,2.07,12.00,-50.00,69.00,20.00,1.62
2019-02-27 17:57:20 UTC,16,88.45,239.83,341.29,14.00,-51.00,69.00,20.00,160.69
2019-02-27 17:58:40 UTC,17,175.98,531.71,800.78,15.00,-52.00,69.00,20.00,353.78
2019-02-27 18:00:00 UTC,18,135.62,380.04,561.31,16.00,-51.00,70.00,20.00,252.67
2019-02-27 18:01:20 UTC,19,87.38,225.00,324.29,18.00,-53.00,70.00,20.00,149.12
2019-02-27 18:02:40 UTC,20,54.95,135.83,192.05,19.00,-52.00,70.00,19.00,89.79
2019-02-27 18:04:03 UTC,21,62.21,156.88,216.24,20.00,-52.00,70.00,19.00,103.86
2019-02-27 18:05:20 UTC,22,165.00,486.95,726.56,22.00,-51.00,71.00,19.00,323.84
2019-02-27 18:06:40 UTC,23,131.05,370.37,554.02,23.00,-53.00,71.00,19.00,246.16
2019-02-27 18:08:00 UTC,24,54.64,133.18,180.91,24.00,-51.00,71.00,19.00,88.86
2019-02-27 18:09:20 UTC,25,17.38,34.58,43.89,26.00,-52.00,71.00,19.00,31.38
2019-02-27 18:10:40 UTC,26,87.07,235.38,339.89,27.00,-51.00,71.00,19.00,158.60
2019-02-27 18:12:00 UTC,27,208.96,772.63,1245.54,28.00,-48.00,71.00,19.00,514.41
2019-02-27 18:13:20 UTC,28,208.54,770.72,1216.67,30.00,-52.00,72.00,19.00,513.11
2019-02-27 18:14:40 UTC,29,137.84,400.04,594.78,31.00,-54.00,72.00,19.00,265.89
2019-02-27 18:16:00 UTC,30,39.47,100.67,132.91,32.00,-52.00,72.00,19.00,70.42
2019-02-27 18:17:20 UTC,31,10.71,25.71,31.51,34.00,-51.00,72.00,19.00,25.09
2019-02-27 18:18:40 UTC,32,2.43,6.34,9.57,35.00,-51.00,72.00,19.00,6.34
2019-02-27 18:20:00 UTC,33,1.11,2.89,4.06,36.00,-54.00,73.00,19.00,2.89
2019-02-27 18:21:20 UTC,34,0.41,1.46,2.20,38.00,-50.00,73.00,19.00,1.46
2019-02-27 18:22:40 UTC,35,0.41,0.33,0.73,39.00,-54.00,73.00,19.00,0.33
2019-02-27 18:24:00 UTC,36,0.41,0.33,0.22,40.00,-53.00,73.00,19.00,0.33
2019-02-27 18:25:20 UTC,37,0.41,0.33,0.22,42.00,-51.00,73.00,19.00,0.33
2019-02-27 18:26:40 UTC,38,0.41,0.33,0.22,43.00,-52.00,73.00,18.00,0.33
2019-02-27 18:28:00 UTC,39,0.41,0.33,0.22,44.00,-53.00,73.00,18.00,0.33
2019-02-27 18:29:20 UTC,40,0.41,0.33,0.22,46.00,-52.00,73.00,18.00,0.33
2019-02-27 18:30:40 UTC,41,0.41,0.33,0.22,47.00,-52.00,73.00,18.00,0.33
2019-02-27 18:32:00 UTC,42,0.41,0.33,0.22,48.00,-51.00,73.00,18.00,0.33
2019-02-27 18:33:20 UTC,43,0.41,0.33,0.13,50.00,-52.00,73.00,18.00,0.33
2019-02-27 18:34:40 UTC,44,0.41,0.33,0.13,51.00,-51.00,73.00,18.00,0.33
2019-02-27 18:36:00 UTC,45,0.41,0.33,0.13,52.00,-50.00,74.00,18.00,0.33
2019-02-27 18:37:20 UTC,46,0.41,0.33,0.13,54.00,-52.00,74.00,18.00,0.33
2019-02-27 18:38:40 UTC,47,0.41,0.33,0.13,55.00,-50.00,74.00,18.00,0.33
2019-02-27 18:40:00 UTC,48,0.41,0.33,0.13,56.00,-51.00,74.00,18.00,0.33
2019-02-27 18:41:20 UTC,49,0.41,0.33,0.13,58.00,-51.00,74.00,18.00,0.33
2019-02-27 18:42:40 UTC,50,0.41,0.33,0.13,59.00,-52.00,74.00,18.00,0.33
2019-02-27 18:44:01 UTC,51,0.41,0.33,0.13,60.00,-50.00,74.00,18.00,0.33
2019-02-27 18:45:20 UTC,52,0.41,0.33,0.13,62.00,-52.00,74.00,18.00,0.33
2019-02-27 18:46:40 UTC,53,0.41,0.33,0.13,63.00,-51.00,74.00,18.00,0.33
2019-02-27 18:48:00 UTC,54,0.41,0.33,0.13,64.00,-50.00,74.00,18.00,0.33
2019-02-27 18:49:20 UTC,55,0.41,0.33,0.13,66.00,-51.00,74.00,18.00,0.33
2019-02-27 18:50:40 UTC,56,0.41,0.33,0.13,67.00,-52.00,74.00,18.00,0.33
2019-02-27 18:52:00 UTC,57,0.41,0.33,0.13,68.00,-52.00,74.00,18.00,0.33
2019-02-27 18:53:20 UTC,58,0.41,0.33,0.04,70.00,-51.00,74.00,18.00,0.33
2019-02-27 18:54:40 UTC,59,0.41,0.33,0.04,71.00,-53.00,74.00,18.00,0.33
2019-02-27 18:56:00 UTC,60,0.41,0.33,0.04,72.00,-52.00,74.00,18.00,0.33
2019-02-27 18:57:20 UTC,61,0.41,0.11,0.11,74.00,-51.00,74.00,18.00,0.11
2019-02-27 18:58:40 UTC,62,0.41,0.11,0.16,75.00,-53.00,74.00,18.00,0.11
2019-02-27 19:00:00 UTC,63,0.41,0.11,0.16,76.00,-52.00,75.00,18.00,0.11
2019-02-27 19:01:20 UTC,64,0.35,0.37,0.37,78.00,-50.00,75.00,18.00,0.37
2019-02-27 19:02:40 UTC,65,0.35,0.37,0.37,79.00,-52.00,75.00,18.00,0.37
2019-02-27 19:04:00 UTC,66,0.35,0.37,0.09,80.00,-52.00,75.00,18.00,0.37
2019-02-27 19:05:20 UTC,67,0.35,0.37,0.26,82.00,-52.00,75.00,18.00,0.37
2019-02-27 19:06:40 UTC,68,0.35,0.37,0.26,83.00,-52.00,75.00,18.00,0.37
2019-02-28 16:41:30 UTC,69,0.00,0.00,0.00,0.00,-50.00,64.00,25.00,0.00
2019-02-28 16:42:50 UTC,70,0.00,0.00,0.41,1.00,-50.00,64.00,25.00,0.00
2019-02-28 16:44:10 UTC,71,0.00,0.00,0.09,3.00,-48.00,65.00,25.00,0.00
2019-02-28 16:45:30 UTC,72,0.00,0.29,0.29,4.00,-51.00,65.00,25.00,0.29
2019-02-28 16:46:50 UTC,73,0.00,0.29,0.29,5.00,-50.00,66.00,24.00,0.29
2019-02-28 16:48:10 UTC,74,0.00,0.29,0.29,7.00,-54.00,66.00,24.00,0.29
2019-02-28 16:49:30 UTC,75,0.00,0.09,0.09,8.00,-51.00,67.00,24.00,0.09
2019-02-28 16:50:50 UTC,76,0.00,0.09,0.09,9.00,-55.00,67.00,24.00,0.09
2019-02-28 16:52:10 UTC,77,0.00,0.09,0.02,11.00,-58.00,68.00,24.00,0.09
2019-02-28 16:53:30 UTC,78,0.00,0.09,0.02,12.00,-53.00,68.00,23.00,0.09
2019-02-28 16:54:50 UTC,79,0.00,0.09,0.02,13.00,-51.00,69.00,23.00,0.09
2019-02-28 16:56:10 UTC,80,0.00,0.09,0.02,15.00,-53.00,69.00,23.00,0.09
2019-02-28 16:57:30 UTC,81,0.00,0.09,0.02,16.00,-50.00,69.00,22.00,0.09
2019-02-28 16:58:50 UTC,82,0.00,0.09,0.02,17.00,-50.00,70.00,22.00,0.09
2019-02-28 17:00:10 UTC,83,0.00,0.09,0.02,19.00,-49.00,70.00,22.00,0.09
2019-02-28 17:01:30 UTC,84,0.25,0.25,0.25,20.00,-52.00,70.00,22.00,0.25
2019-02-28 17:02:50 UTC,85,3.86,9.41,12.52,21.00,-53.00,70.00,22.00,8.36
2019-02-28 17:04:10 UTC,86,85.47,229.42,329.44,23.00,-54.00,71.00,22.00,152.63
2019-02-28 17:05:30 UTC,87,119.84,313.09,445.47,24.00,-52.00,71.00,22.00,207.93
2019-02-28 17:06:50 UTC,88,79.45,204.95,299.02,25.00,-51.00,71.00,21.00,135.68
2019-02-28 17:08:10 UTC,89,54.44,143.16,202.77,27.00,-54.00,72.00,21.00,94.35
2019-02-28 17:09:30 UTC,90,25.52,65.24,88.71,28.00,-53.00,72.00,21.00,50.05
2019-02-28 17:10:50 UTC,91,12.89,33.27,41.68,29.00,-50.00,72.00,21.00,31.95
2019-02-28 17:12:10 UTC,92,5.30,14.89,20.86,31.00,-54.00,72.00,21.00,14.89
2019-02-28 17:13:30 UTC,93,2.00,5.42,7.53,32.00,-49.00,73.00,21.00,5.42
2019-02-28 17:14:50 UTC,94,2.00,1.06,2.47,33.00,-50.00,73.00,20.00,1.06
2019-02-28 17:16:10 UTC,95,2.00,0.13,0.18,35.00,-50.00,73.00,20.00,0.13
2019-02-28 17:17:30 UTC,96,2.00,0.13,0.18,36.00,-48.00,73.00,20.00,0.13
2019-02-28 17:18:50 UTC,97,2.00,0.13,0.18,37.00,-52.00,74.00,20.00,0.13
2019-02-28 17:20:10 UTC,98,2.00,0.13,0.18,39.00,-49.00,74.00,20.00,0.13
2019-02-28 17:21:30 UTC,99,2.00,0.13,0.18,40.00,-52.00,74.00,20.00,0.13
2019-02-28 17:22:50 UTC,100,2.00,0.13,0.18,41.00,-53.00,74.00,20.00,0.13
2019-02-28 17:24:10 UTC,101,2.00,0.13,0.18,43.00,-51.00,74.00,20.00,0.13
2019-02-28 17:25:30 UTC,102,2.00,0.13,0.18,44.00,-52.00,75.00,20.00,0.13
2019-02-28 17:26:50 UTC,103,2.00,0.13,0.18,45.00,-53.00,75.00,20.00,0.13
2019-02-28 17:28:10 UTC,104,2.00,0.13,0.18,47.00,-52.00,75.00,19.00,0.13
2019-02-28 17:29:30 UTC,105,2.00,0.13,0.18,48.00,-50.00,75.00,19.00,0.13
2019-02-28 17:30:50 UTC,106,2.00,0.13,0.18,49.00,-48.00,75.00,19.00,0.13
2019-04-25 21:39:07 UTC,107,2.79,3.86,3.86,9.00,-62.00,80.00,36.00,3.86
2019-04-25 21:41:47 UTC,108,2.79,3.70,3.70,12.00,-61.00,80.00,36.00,3.70
2019-04-25 21:43:18 UTC,109,2.24,3.24,3.24,14.00,31.00,80.00,36.00,3.24
