created_at,entry_id,PM1.0_CF1_ug/m3,PM2.5_CF1_ug/m3,PM10.0_CF1_ug/m3,UptimeMinutes,RSSI_dbm,Temperature_F,Humidity_%,PM2.5_ATM_ug/m3
2019-02-21 23:07:28 UTC,1,1.00,1.00,1.00,0.00,-48.00,69.00,22.00,1.00
2019-02-21 23:08:48 UTC,2,0.73,1.23,1.69,1.00,-49.00,70.00,21.00,1.23
2019-02-21 23:10:08 UTC,3,0.64,1.11,2.95,3.00,-48.00,70.00,20.00,1.11
2019-02-21 23:11:28 UTC,4,0.93,1.72,2.04,4.00,-52.00,70.00,20.00,1.72
2019-02-21 23:12:48 UTC,5,1.00,1.51,2.07,5.00,-49.00,70.00,20.00,1.51
2019-02-21 23:15:35 UTC,6,0.27,0.40,0.40,0.00,-47.00,70.00,20.00,0.40
2019-02-21 23:16:50 UTC,7,0.24,1.16,1.31,2.00,-50.00,70.00,20.00,1.16
2019-02-21 23:18:10 UTC,8,0.64,1.06,1.57,3.00,-50.00,70.00,20.00,1.06
2019-02-21 23:19:30 UTC,9,0.70,1.34,1.95,4.00,-51.00,70.00,20.00,1.34
2019-02-21 23:20:49 UTC,10,0.19,1.06,1.06,6.00,-49.00,70.00,20.00,1.06
2019-02-21 23:22:09 UTC,11,0.71,1.67,1.67,7.00,-47.00,70.00,20.00,1.67
2019-02-21 23:23:30 UTC,12,0.80,1.61,1.80,8.00,-48.00,70.00,19.00,1.61
2019-02-21 23:24:49 UTC,13,0.70,1.41,2.13,10.00,-49.00,70.00,19.00,1.41
2019-02-21 23:26:09 UTC,14,0.16,1.00,1.00,11.00,-48.00,70.00,19.00,1.00
2019-02-21 23:27:29 UTC,15,0.42,1.50,2.21,12.00,-50.00,70.00,19.00,1.50
2019-02-21 23:28:50 UTC,16,0.96,1.84,1.84,14.00,-47.00,70.00,19.00,1.84
2019-02-21 23:30:09 UTC,17,1.00,1.54,1.89,15.00,-49.00,70.00,19.00,1.54
2019-02-21 23:31:30 UTC,18,0.80,1.74,1.74,16.00,-48.00,70.00,20.00,1.74
2019-02-21 23:32:50 UTC,19,0.47,1.13,1.62,18.00,-49.00,70.00,20.00,1.13
2019-02-21 23:34:09 UTC,20,9.17,22.45,30.28,19.00,-49.00,71.00,20.00,17.91
2019-02-21 23:35:29 UTC,21,134.05,376.32,535.23,20.00,-49.00,71.00,20.00,249.93
2019-02-21 23:36:50 UTC,22,148.04,428.00,611.38,22.00,-51.00,71.00,20.00,284.44
2019-02-21 23:38:09 UTC,23,75.43,202.30,293.53,23.00,-51.00,71.00,19.00,133.94
2019-02-21 23:39:29 UTC,24,35.33,94.36,133.18,24.00,-53.00,71.00,19.00,62.96
