created_at,entry_id,PM1.0_CF1_ug/m3,PM2.5_CF1_ug/m3,PM10.0_CF1_ug/m3,UptimeMinutes,RSSI_dbm,Temperature_F,Humidity_%,PM2.5_ATM_ug/m3
2019-02-21 23:07:09 UTC,1,0.00,0.50,0.50,0.00,-47.00,67.00,22.00,0.50
2019-02-21 23:08:29 UTC,2,1.59,2.39,2.54,1.00,-49.00,68.00,21.00,2.39
2019-02-21 23:09:49 UTC,3,1.11,2.07,2.27,3.00,-50.00,68.00,21.00,2.07
2019-02-21 23:11:09 UTC,4,1.37,2.41,2.63,4.00,-47.00,68.00,21.00,2.41
2019-02-21 23:12:29 UTC,5,1.09,1.87,2.04,5.00,-47.00,67.00,21.00,1.87
2019-02-21 23:13:49 UTC,6,0.87,2.02,2.21,7.00,-49.00,68.00,21.00,2.02
2019-02-21 23:15:28 UTC,7,2.20,2.87,4.13,0.00,-50.00,68.00,21.00,2.87
2019-02-21 23:16:43 UTC,8,0.91,1.44,2.09,1.00,-50.00,68.00,21.00,1.44
2019-02-21 23:18:03 UTC,9,1.19,1.98,2.17,3.00,-51.00,68.00,21.00,1.98
2019-02-21 23:19:23 UTC,10,0.96,1.93,1.93,4.00,-50.00,68.00,21.00,1.93
2019-02-21 23:20:46 UTC,11,0.70,1.63,1.63,5.00,-51.00,68.00,21.00,1.63
2019-02-21 23:22:03 UTC,12,0.80,1.33,1.80,7.00,-48.00,68.00,21.00,1.33
2019-02-21 23:23:23 UTC,13,0.67,1.11,1.80,8.00,-49.00,68.00,21.00,1.11
2019-02-21 23:24:43 UTC,14,0.91,1.96,2.17,9.00,-50.00,68.00,20.00,1.96
2019-02-21 23:26:03 UTC,15,1.00,1.64,1.64,11.00,-50.00,68.00,20.00,1.64
2019-02-21 23:27:23 UTC,16,1.27,1.96,2.00,12.00,-48.00,68.00,20.00,1.96
2019-02-21 23:28:43 UTC,17,0.96,1.13,1.52,13.00,-48.00,68.00,20.00,1.13
2019-02-21 23:30:03 UTC,18,0.84,1.42,1.42,15.00,-48.00,68.00,20.00,1.42
2019-02-21 23:31:23 UTC,19,0.96,1.13,1.13,16.00,-50.00,68.00,20.00,1.13
2019-02-21 23:32:43 UTC,20,0.70,1.35,1.41,17.00,-49.00,69.00,21.00,1.35
2019-02-21 23:34:03 UTC,21,9.49,23.18,30.69,19.00,-51.00,70.00,20.00,17.56
2019-02-21 23:35:23 UTC,22,148.80,456.32,667.70,20.00,-49.00,70.00,20.00,303.57
2019-02-21 23:36:43 UTC,23,177.73,553.13,837.04,21.00,-50.00,70.00,20.00,368.09
2019-02-21 23:38:03 UTC,24,88.13,241.83,351.83,23.00,-49.00,71.00,20.00,160.51
2019-02-21 23:39:23 UTC,25,40.93,107.07,150.07,24.00,-49.00,71.00,20.00,70.57
2019-02-21 23:40:43 UTC,26,23.36,60.21,83.55,25.00,-50.00,71.00,19.00,45.43
2019-02-21 23:42:03 UTC,27,13.57,33.10,44.36,27.00,-50.00,71.00,19.00,31.31
2019-02-21 23:43:23 UTC,28,7.13,21.48,27.20,28.00,-49.00,72.00,19.00,21.48
2019-02-21 23:44:43 UTC,29,2.98,10.00,14.18,29.00,-47.00,72.00,19.00,10.00
2019-02-21 23:46:04 UTC,30,2.07,5.87,7.61,31.00,-49.00,72.00,19.00,5.87
2019-02-21 23:47:23 UTC,31,0.91,2.58,4.53,32.00,-49.00,72.00,19.00,2.58
2019-02-21 23:48:43 UTC,32,0.07,0.87,1.82,33.00,-49.00,72.00,19.00,0.87
2019-02-21 23:50:04 UTC,33,0.07,0.74,1.41,35.00,-49.00,73.00,19.00,0.74
2019-02-21 23:51:23 UTC,34,0.07,0.41,1.00,36.00,-48.00,73.00,18.00,0.41
2019-02-21 23:52:43 UTC,35,0.07,0.41,1.00,37.00,-47.00,73.00,18.00,0.41
2019-02-21 23:54:03 UTC,36,0.07,0.41,1.00,39.00,-49.00,73.00,18.00,0.41
2019-02-21 23:55:24 UTC,37,0.07,0.41,1.00,40.00,-49.00,73.00,18.00,0.41
2019-02-21 23:56:43 UTC,38,0.07,0.41,1.00,41.00,-48.00,73.00,18.00,0.41
2019-02-21 23:58:03 UTC,39,0.07,0.41,1.00,43.00,-48.00,73.00,18.00,0.41
2019-02-21 23:59:23 UTC,40,0.07,0.41,1.00,44.00,-46.00,73.00,18.00,0.41
2019-02-22 00:00:43 UTC,41,0.07,0.41,1.00,45.00,-50.00,73.00,18.00,0.41
2019-02-26 18:05:15 UTC,42,0.13,0.73,0.87,0.00,-51.00,64.00,23.00,0.73
2019-02-26 18:06:34 UTC,43,0.96,1.58,2.24,1.00,-52.00,64.00,23.00,1.58
2019-02-26 18:07:55 UTC,44,1.09,1.76,2.11,3.00,-53.00,65.00,22.00,1.76
2019-02-26 18:09:14 UTC,45,0.45,0.81,0.98,4.00,-51.00,66.00,22.00,0.81
2019-02-26 18:10:35 UTC,46,0.45,0.81,0.98,5.00,-50.00,66.00,22.00,0.81
2019-02-26 18:11:55 UTC,47,0.45,0.81,0.98,7.00,-49.00,67.00,22.00,0.81
2019-02-26 18:13:15 UTC,48,0.45,0.81,0.98,8.00,-50.00,67.00,21.00,0.81
2019-02-26 18:14:35 UTC,49,27.61,69.65,95.61,9.00,-50.00,68.00,21.00,47.98
2019-02-26 18:15:56 UTC,50,134.73,379.18,554.55,11.00,-49.00,69.00,21.00,251.86
2019-02-26 18:17:15 UTC,51,134.05,374.12,554.42,12.00,-50.00,69.00,21.00,248.58
2019-02-26 18:18:35 UTC,52,131.84,361.29,528.96,13.00,-50.00,69.00,20.00,240.11
2019-02-26 18:19:55 UTC,53,171.77,501.12,744.70,15.00,-50.00,70.00,20.00,333.26
2019-02-26 18:21:15 UTC,54,226.00,834.85,1325.13,16.00,-50.00,70.00,20.00,555.87
2019-02-26 18:23:55 UTC,55,212.87,778.49,1202.58,19.00,-50.00,71.00,19.00,518.22
2019-02-26 18:25:14 UTC,56,77.23,213.49,307.47,20.00,-51.00,71.00,19.00,142.30
2019-02-26 18:26:35 UTC,57,11.16,27.57,35.59,21.00,-50.00,72.00,19.00,25.80
2019-02-26 18:27:54 UTC,58,3.49,10.47,13.89,23.00,-49.00,72.00,19.00,10.47
2019-02-26 18:29:15 UTC,59,2.41,7.65,10.22,24.00,-50.00,72.00,19.00,7.65
2019-02-26 18:30:36 UTC,60,1.34,3.98,5.95,25.00,-52.00,73.00,19.00,3.98
2019-02-26 18:31:55 UTC,61,0.76,3.29,3.93,27.00,-51.00,73.00,18.00,3.29
2019-02-26 18:33:15 UTC,62,0.45,1.70,1.74,28.00,-51.00,73.00,18.00,1.70
2019-02-26 18:34:34 UTC,63,0.45,0.35,1.11,29.00,-50.00,73.00,18.00,0.35
2019-02-26 18:35:54 UTC,64,0.45,0.56,0.56,31.00,-48.00,74.00,18.00,0.56
2019-02-26 18:37:15 UTC,65,0.45,0.22,0.29,32.00,-48.00,74.00,18.00,0.22
2019-02-26 18:38:35 UTC,66,0.45,0.22,0.09,33.00,-49.00,74.00,18.00,0.22
2019-02-26 18:39:55 UTC,67,0.31,0.31,0.78,35.00,-49.00,74.00,18.00,0.31
2019-02-26 18:41:14 UTC,68,0.31,0.31,0.78,36.00,-49.00,74.00,18.00,0.31
2019-02-26 18:42:34 UTC,69,0.31,0.31,0.78,37.00,-50.00,75.00,17.00,0.31
2019-02-26 18:43:55 UTC,70,0.31,0.31,0.78,39.00,-51.00,75.00,17.00,0.31
